total_images	last_price	total_area	first_day_exposition	rooms	ceiling_height	floors_total	living_area	floor	is_apartment	studio	open_plan	kitchen_area	balcony	locality_name	airports_nearest	cityCenters_nearest	parks_around3000	parks_nearest	ponds_around3000	ponds_nearest	days_exposition
19	5500000.0	42.6	2016-06-27T00:00:00	1	2.76	17.0	33.0	5	False	False	False	9.3	2.0	Санкт-Петербург	11752.0	9659.0	1.0	725.0	0.0		200.0
1	12000000.0	97.2	2016-04-05T00:00:00	4	3.35	5.0	71.3	2	False	False	True		0.0	Санкт-Петербург	24559.0	4811.0	0.0		0.0		89.00000000000001
0	12600000.0	78.4	2019-04-25T00:00:00	2		8.0		6		False	False	16.48		Санкт-Петербург	39384.0	11087.0	1.0	471.0	0.0		
10	9300000.0	83.4	2018-10-20T00:00:00	3	2.84	7.0	55.0	5	False	False	False	12.3		Санкт-Петербург	23404.0	2945.0	0.0		0.0		15.0
12	7500000.0	59.0	2019-02-19T00:00:00	3	2.6	9.0	35.0	4		False	False	6.5		Санкт-Петербург	18459.0	13487.0	0.0		0.0		
10	4500000.0	41.0	2017-06-11T00:00:00	1		24.0	21.0	18		False	False	10.0	2.0	Санкт-Петербург	30187.0	11313.0	1.0	401.0	1.0	699.0	317.0
16	23684000.0	152.8	2018-10-22T00:00:00	4	3.0	10.0		5		False	False	32.6	4.0	Санкт-Петербург	31460.0	4263.0	1.0	141.0	3.0	133.0	57.0
9	3150000.0	54.45	2018-01-01T00:00:00	2		4.0	30.52	2		False	False	9.1		посёлок Щеглово							157.0
14	13300000.0	50.0	2017-11-10T00:00:00	2		7.0	25.0	1		False	False	8.5		Санкт-Петербург	25530.0	4378.0	1.0	366.0	2.0	289.0	89.00000000000001
18	6350000.0	60.0	2017-01-26T00:00:00	2	2.6	24.0	31.0	10	False	False	False	14.0	2.0	Санкт-Петербург	30074.0	10829.0	0.0		0.0		221.0
17	26557000.0	80.0	2017-07-17T00:00:00	2	2.9	6.0	25.0	4		False	False	35.0	1.0	Санкт-Петербург	22965.0	4456.0	0.0		1.0	785.0	370.00000000000006
7	7500000.0	78.0	2017-08-07T00:00:00	3	2.81	6.0	49.5	4		False	False	8.6		Санкт-Петербург	25783.0	4358.0	2.0	498.0	0.0		113.0
0	3800000.0	13.0	2018-07-04T00:00:00	1		5.0	10.0	3		False	False			Санкт-Петербург	21302.0	1242.0	1.0	592.0	3.0	27.0	9.0
4	4960000.0	57.62	2017-10-16T00:00:00	2		23.0		12		False	False	9.08		Санкт-Петербург	22425.0	24137.0	0.0		2.0	398.0	387.00000000000006
2	6500000.0	44.0	2015-04-28T00:00:00	1		7.0	19.0	2		False	False	11.0	0.0	Санкт-Петербург	24324.0	5038.0	0.0		0.0		577.0
12	7800000.0	86.5	2018-08-22T00:00:00	4	3.06	6.0	52.0	4		False	False	8.7		Санкт-Петербург	27154.0	5856.0	1.0	350.0	1.0	178.0	
15	4200000.0	45.0	2018-08-12T00:00:00	2	2.5	5.0	25.5	1		False	False	6.2		Санкт-Петербург	43359.0	13539.0	0.0		0.0		114.0
18	4090000.0	44.1	2018-03-26T00:00:00	1	3.0	7.0	25.0	3		False	False	10.1		Санкт-Петербург	18672.0	14985.0	3.0	156.0	2.0	466.0	43.0
11	5700000.0	55.0	2015-08-13T00:00:00	2	3.0	3.0	31.5	3	False	False	False	15.0	1.0	Санкт-Петербург	32050.0	9128.0	1.0	590.0	0.0		487.0
10	3200000.0	38.0	2018-05-28T00:00:00	1		5.0	17.0	3		False	False	13.0	1.0	Колпино	28491.0	34278.0	0.0		2.0	289.0	106.0
19	4000000.0	41.5	2019-04-01T00:00:00	3	2.5	5.0	30.2	2		False	False	5.2		Санкт-Петербург	11805.0	12349.0	0.0		0.0		8.0
2	3700000.0	95.0	2017-11-16T00:00:00	3		5.0	54.0	2		False	False	16.0		Луга							30.0
18	9240000.0	80.0	2019-04-16T00:00:00	3	3.1	7.0	54.43	2		False	False	7.3		Санкт-Петербург	28079.0	7018.0	1.0	505.0	1.0	834.0	
12	6100000.0	84.0	2019-05-01T00:00:00	2		10.0	41.0	5		False	False	11.0	2.0	посёлок Бугры							
5	19500000.0	124.0	2017-08-23T00:00:00	3		9.0		9		False	False			Санкт-Петербург	20031.0	3232.0	1.0	613.0	1.0	200.0	
12	5800000.0	53.0	2018-01-14T00:00:00	2		5.0	33.6	3		False	False	9.1		Санкт-Петербург	25335.0	4235.0	0.0		0.0		199.0
5	3245000.0	36.5	2018-04-02T00:00:00	1	2.64	19.0		15		False	False	8.3	1.0	Санкт-Петербург	42681.0	21997.0	0.0		1.0	682.0	185.00000000000003
19	3300000.0	48.4	2018-03-26T00:00:00	2	3.0	2.0	31.0	2		False	False	5.5		посёлок городского типа Кузьмоловский							
9	1400000.0	50.5	2017-09-28T00:00:00	2		5.0	28.0	4		False	False	10.0		поселок Елизаветино							
2	5100000.0	59.6	2018-03-16T00:00:00	3	2.5	5.0	42.4	3	False	False	False	7.0	4.0	Санкт-Петербург	26736.0	12303.0	0.0		0.0		51.0
12	5700000.0	62.0	2017-08-09T00:00:00	2	2.6	10.0	36.0	1		False	False	11.0	2.0	Санкт-Петербург	41214.0	13718.0	0.0		0.0		186.00000000000003
6	9349988.0	81.3	2018-07-24T00:00:00	3	3.0	4.0		2		False	False	12.69	5.0	Санкт-Петербург	44870.0	20802.0	0.0		1.0	792.0	
4	1280000.0	36.0	2017-06-11T00:00:00	1		5.0	20.0	4		False	False	9.0	2.0	Тихвин							423.0
20	21000000.0	146.0	2018-09-14T00:00:00	5	2.8	17.0	84.7	9		False	False	16.5	4.0	Санкт-Петербург	30094.0	5608.0	0.0		1.0	153.0	117.0
10	1250000.0	52.0	2018-10-14T00:00:00	2		5.0	30.0	5		False	False	8.4		Сланцы							45.00000000000001
10	2650000.0	38.56	2018-07-10T00:00:00	1		27.0	17.9	15		False	False	9.8		посёлок Мурино							62.0
14	3540000.0	44.5	2018-02-18T00:00:00	2	2.5	5.0	27.2	1		False	False	7.2		Санкт-Петербург	24106.0	11675.0	0.0		0.0		80.0
4	1770000.0	46.0	2017-04-20T00:00:00	3	2.5	5.0	33.0	5		False	False	6.0	1.0	Волосово							278.0
6	3400000.0	43.0	2018-02-12T00:00:00	2		5.0	28.0	2		False	False	6.0		Санкт-Петербург	41929.0	21245.0	0.0		1.0	500.0	42.0
7	4700000.0	39.0	2018-09-20T00:00:00	1		25.0	20.0	10		False	False	10.0	1.0	Санкт-Петербург	10722.0	14633.0	0.0		1.0	860.0	64.0
4	1950000.0	32.0	2016-05-26T00:00:00	1		5.0	18.0	2	False	False	False	6.0	0.0	Кировск							98.0
0	4800000.0	82.1	2018-01-15T00:00:00	3		9.0	48.0	8		False	False	10.0	2.0	посёлок Шушары	18012.0	23688.0	0.0		1.0	630.0	60.0
16	5800000.0	53.0	2018-02-05T00:00:00	2	2.5	10.0	29.0	1		False	False	9.4	2.0	Санкт-Петербург	29889.0	13914.0	0.0		0.0		59.0
5	3500000.0	32.76	2016-02-21T00:00:00	1		25.0	15.9	17		False	False	9.0	1.0	деревня Кудрово							743.0000000000001
2	8300000.0	63.0	2019-02-26T00:00:00	2		16.0	30.0	6		False	False	10.2		Санкт-Петербург	33564.0	14616.0	0.0		1.0	859.0	14.0
0	3450000.0	36.9	2017-08-09T00:00:00	1		5.0	18.8	4		False	False	8.8	0.0	Пушкин	12723.0	24876.0	0.0		0.0		20.0
14	8400000.0	96.0	2018-07-19T00:00:00	3	3.0	5.0	64.0	3		False	False	17.0		Санкт-Петербург	18576.0	4041.0	0.0		1.0	242.0	260.0
16	2100000.0	34.0	2018-02-08T00:00:00	1		9.0	17.0	4		False	False	8.0		Выборг							131.0
14	4400000.0	35.5	2019-04-26T00:00:00	1	2.7	18.0		10		False	False		2.0	Санкт-Петербург	15511.0	13620.0	0.0		1.0	855.0	
0	2500000.0	35.0	2017-12-05T00:00:00	1	2.5	9.0		5		False	False			Санкт-Петербург	41745.0	10626.0	1.0	492.0	0.0		45.00000000000001
5	2900000.0	29.0	2018-02-21T00:00:00	1		16.0	13.0	9		False	False	5.5		Санкт-Петербург	33697.0	13999.0	1.0	550.0	2.0	606.0	14.0
6	2990000.0	62.0	2017-12-09T00:00:00	2		4.0		2		False	False			Выборг							45.00000000000001
4	2112000.0	40.61	2017-04-25T00:00:00	2		3.0	20.36	3		False	False	8.09	2.0	поселок городского типа Дубровка							146.0
18	4550000.0	49.4	2018-09-03T00:00:00	2	2.5	9.0	30.1	5		False	False	7.9		Санкт-Петербург	49587.0	16425.0	1.0	215.0	0.0		72.0
8	3300000.0	46.0	2016-10-10T00:00:00	2		5.0	31.0	1		False	False	7.0	1.0	Санкт-Петербург	27451.0	8430.0	0.0		0.0		205.0
19	7500000.0	56.0	2018-08-23T00:00:00	1	3.15	4.0	39.0	4	False	False	False			Санкт-Петербург	24636.0	5042.0	2.0	392.0	0.0		250.0
15	13990000.0	108.5	2017-07-10T00:00:00	2	2.75	5.0	70.1	5		False	False	10.0		Санкт-Петербург	25985.0	4688.0	3.0	249.0	0.0		
13	24800000.0	121.3	2017-06-16T00:00:00	2	3.95	4.0	75.0	4		False	False	23.0		Пушкин	13520.0	25674.0	0.0		0.0		467.0
20	6500000.0	54.9	2016-02-16T00:00:00	2		2.0	32.5	2		False	False	7.3	0.0	Санкт-Петербург	26803.0	5651.0	0.0		1.0	953.0	211.0
0	7800000.0	60.0	2018-11-29T00:00:00	2	2.9	2.0	39.0	1		False	False	7.0		Санкт-Петербург	37059.0	8745.0	0.0		3.0	604.0	23.000000000000004
11	8990000.0	91.6	2017-05-10T00:00:00	3		16.0	48.9	10		False	False	14.8	0.0	Санкт-Петербург	30635.0	11299.0	1.0	594.0	1.0	797.0	115.0
5	14220000.0	72.83	2018-05-11T00:00:00	2	2.75	20.0	34.760002	9		False	False	13.38	2.0	Санкт-Петербург	39204.0	10430.0	2.0	627.0	3.0	77.0	160.0
0	3790000.0	37.0	2018-03-27T00:00:00	1	2.75	25.0	16.0	9		False	False	10.2	1.0	деревня Кудрово							45.00000000000001
0	3000000.0	31.0	2016-02-04T00:00:00	1		9.0	18.0	9		False	False	6.0	0.0	Санкт-Петербург	51544.0	16787.0	0.0		1.0	1032.0	137.0
6	3600000.0	30.3	2018-03-23T00:00:00	1	2.5	9.0	17.5	6		False	False	6.1	1.0	Санкт-Петербург	50898.0	15008.0	0.0		0.0		9.0
1	1930000.0	47.0	2018-04-06T00:00:00	1		9.0		6		False	False			Луга							45.00000000000001
9	6000000.0	53.9	2019-03-17T00:00:00	2		9.0	35.3	7		False	False	8.9		Санкт-Петербург							31.0
13	4550000.0	45.4	2017-03-04T00:00:00	2	3.2	6.0	24.0	4		False	False	10.8		Санкт-Петербург	44831.0	8701.0	2.0	472.0	0.0		648.0
17	6500000.0	83.1	2018-05-11T00:00:00	4	2.6	9.0	48.7	8		False	False	6.3		Санкт-Петербург	32912.0	11403.0	1.0	365.0	0.0		
1	15728409.0	108.3	2016-05-12T00:00:00	4	3.1	16.0	57.75	4		False	False	18.8	0.0	Санкт-Петербург	37407.0	8434.0	1.0	456.0	2.0	454.0	54.0
20	180000000.0	347.0	2015-01-21T00:00:00	8	3.9	6.0	260.0	3		False	False	45.0	0.0	Санкт-Петербург	23962.0	3794.0	2.0	537.0	3.0	501.0	834.0
11	3600000.0	56.0	2018-03-24T00:00:00	1		9.0		2		False	False			Всеволожск							45.00000000000001
17	24000000.0	139.0	2016-01-24T00:00:00	4		6.0	75.0	5		False	False	25.0		Санкт-Петербург	24265.0	4832.0	1.0	434.0	1.0	897.0	760.0000000000001
19	12400000.0	106.0	2018-08-07T00:00:00	3	3.0	6.0	73.4	5		False	False	12.7		Санкт-Петербург	22148.0	4291.0	1.0	679.0	0.0		39.0
4	7800000.0	86.0	2018-02-25T00:00:00	3	2.64	17.0	50.0	11		False	False	14.0		Санкт-Петербург	32796.0	11871.0	1.0	388.0	0.0		275.0
8	4400000.0	50.0	2017-05-12T00:00:00	2		12.0	31.0	4	False	False	False	7.0	1.0	Санкт-Петербург							69.0
8	3500000.0	31.6	2017-11-01T00:00:00	1	2.74	23.0	14.9	13		False	False	9.2	1.0	Санкт-Петербург	21928.0	17501.0	0.0		1.0	390.0	30.0
14	3600000.0	43.7	2017-01-24T00:00:00	2	2.5	4.0	28.2	1		False	False	5.1		Павловск	19446.0	31600.0	2.0	684.0	1.0	799.0	
14	4550000.0	50.3	2017-06-27T00:00:00	2	2.55	9.0	28.3	5		False	False	7.0		Санкт-Петербург	29338.0	11270.0	1.0	584.0	0.0		279.0
9	5500000.0	57.8	2019-02-11T00:00:00	3	2.5	9.0	36.7	9		False	False	7.0		Санкт-Петербург	32361.0	11829.0	1.0	470.0	0.0		61.0
13	6300000.0	95.0	2017-07-04T00:00:00	3		26.0	54.0	3		False	False	14.0	1.0	посёлок Парголово	53791.0	18006.0	1.0	733.0	3.0	865.0	55.0
2	3570000.0	41.0	2017-09-27T00:00:00	1		26.0	17.0	12		False	False	10.0	2.0	посёлок Парголово	53788.0	18014.0	0.0		2.0	978.0	253.0
7	3600000.0	29.0	2018-10-13T00:00:00	0	2.8	16.0	20.0	16		True	False			Санкт-Петербург	12507.0	12419.0	0.0		1.0	528.0	7.0
10	2350000.0	43.9	2016-05-01T00:00:00	2		5.0	30.2	3		False	False	5.1	1.0	Шлиссельбург							631.0
20	4850000.0	55.4	2018-10-22T00:00:00	2	2.5	9.0	32.1	2		False	False	7.9	2.0	Санкт-Петербург	50186.0	15922.0	0.0		0.0		
12	9900000.0	59.0	2019-04-05T00:00:00	2	3.17	6.0	31.7	2		False	False			Санкт-Петербург	22024.0	730.0	0.0		2.0	346.0	14.0
20	5200000.0	59.4	2018-10-30T00:00:00	3	2.5	5.0	45.4	3		False	False	6.3		Сестрорецк	57588.0	34517.0	3.0	194.0	3.0	330.0	76.0
7	6100000.0	90.0	2017-02-13T00:00:00	3	3.0	12.0	51.2	4		False	False	12.0	0.0	Всеволожск							57.0
18	4800000.0	61.0	2016-09-04T00:00:00	2		5.0	36.0	5	False	False	False	11.0	1.0	Санкт-Петербург	18492.0	15646.0	2.0	114.0	1.0	113.0	227.0
20	6950000.0	71.2	2017-01-16T00:00:00	2		17.0	38.6	4		False	False	12.5	0.0	Санкт-Петербург	27918.0	12441.0	1.0	634.0	1.0	465.0	161.0
3	1450000.0	45.0	2016-04-05T00:00:00	2		5.0	30.0	5		False	False	6.0	0.0	Тихвин							117.0
8	720000.0	37.4	2017-12-12T00:00:00	1		5.0	17.0	2		False	False	8.5	2.0	деревня Торошковичи							
12	7150000.0	73.0	2018-09-28T00:00:00	4	2.5	9.0	49.0	1		False	False	6.0		Санкт-Петербург	49725.0	15726.0	0.0		0.0		80.0
4	3290000.0	32.6	2018-08-09T00:00:00	1	2.5	9.0	16.2	8		False	False	8.1		Санкт-Петербург	42336.0	11963.0	1.0	283.0	0.0		28.0
18	5200000.0	67.0	2016-06-08T00:00:00	2	2.7	9.0	33.0	8	False	False	False	8.5	2.0	Санкт-Петербург	49587.0	16425.0	1.0	215.0	0.0		52.0
20	5990000.0	75.0	2017-05-01T00:00:00	3		4.0	47.0	3		False	False	10.0	0.0	Санкт-Петербург	24776.0	7540.0	2.0	16.0	2.0	523.0	9.0
8	5449000.0	67.0	2018-08-03T00:00:00	3	2.6	9.0	48.0	7		False	False	8.5		Санкт-Петербург	36938.0	11050.0	1.0	740.0	1.0	771.0	67.0
20	4370000.0	54.7	2016-03-23T00:00:00	3	2.5	5.0	32.8	5		False	False	7.1	1.0	Санкт-Петербург	14234.0	28806.0	0.0		0.0		939.0
5	4470000.0	33.02	2018-06-02T00:00:00	1	2.55	25.0		10		False	False	11.14	1.0	Санкт-Петербург	43390.0	12148.0	0.0		0.0		114.0
4	2990000.0	31.0	2017-02-12T00:00:00	1		7.0	18.0	6	False	False	False	5.6	1.0	Санкт-Петербург	42049.0	14554.0	1.0	608.0	0.0		44.00000000000001
5	4900000.0	53.0	2017-11-11T00:00:00	2	2.5	9.0	32.0	7		False	False	6.5	1.0	Санкт-Петербург	43033.0	15537.0	0.0		0.0		60.0
11	1750000.0	52.0	2019-04-05T00:00:00	2		5.0	31.0	5		False	False	9.0		посёлок Перово							
7	4100000.0	31.0	2018-11-14T00:00:00	1	2.5	5.0	17.0	4		False	False	5.6	1.0	Санкт-Петербург	39923.0	9183.0	0.0		0.0		3.0000000000000004
10	3590000.0	39.2	2017-11-18T00:00:00	1	2.75	16.0	20.3	16		False	False	10.1		Санкт-Петербург	17049.0	16956.0	0.0		1.0	755.0	51.0
9	5590000.0	56.0	2017-11-13T00:00:00	2	2.7	13.0	32.9	8		False	False	11.0	2.0	Санкт-Петербург	32859.0	13958.0	0.0		0.0		38.0
16	4000000.0	73.0	2017-10-31T00:00:00	4	2.5	5.0	47.0	4		False	False	9.0	2.0	посёлок Стеклянный							
11	4500000.0	45.1	2019-04-17T00:00:00	2	2.5	5.0	28.7	4		False	False	6.1		Санкт-Петербург	40744.0	10927.0	3.0	363.0	0.0		
11	6990000.0	64.5	2018-11-22T00:00:00	2	2.55	10.0	34.3	5		False	False	12.7		Санкт-Петербург	29530.0	12391.0	1.0	534.0	1.0	177.0	4.0
15	4850000.0	44.4	2019-02-07T00:00:00	2	2.5	5.0	27.3	4		False	False	7.1		Санкт-Петербург	45054.0	18626.0	0.0		1.0	413.0	
4	2400000.0	12.0	2017-07-19T00:00:00	1	2.55	5.0	10.0	2		False	False			Санкт-Петербург	21314.0	964.0	1.0	886.0	2.0	45.0	200.0
14	2950000.0	28.5	2018-08-06T00:00:00	1	2.7	5.0	16.0	1		False	False	5.5		Санкт-Петербург	10541.0	12637.0	0.0		1.0	670.0	36.0
20	3800000.0	48.5	2018-03-20T00:00:00	4		5.0	36.76	2		False	False	5.21		Санкт-Петербург	10378.0	11955.0	0.0		0.0		71.0
9	2400000.0	47.0	2016-06-21T00:00:00	2	2.45	5.0	28.1	4		False	False	7.7	0.0	деревня Лаголово							259.0
15	1800000.0	36.0	2016-05-18T00:00:00	1		5.0	28.0	4	False	False	False	9.0	0.0	Луга							170.0
6	5500000.0	72.6	2016-11-16T00:00:00	4		9.0		9		False	False			Санкт-Петербург	33306.0	11616.0	0.0		0.0		445.0
9	3690000.0	60.0	2016-05-11T00:00:00	2		10.0	30.0	7		False	False	12.0	0.0	Сертолово							69.0
15	3700000.0	32.0	2017-06-09T00:00:00	1	2.65	12.0	15.0	7		False	False	7.5		Санкт-Петербург	9569.0	11687.0	1.0	571.0	1.0	263.0	347.00000000000006
11	3600000.0	33.1	2019-04-25T00:00:00	1	2.5	9.0	17.3	9		False	False	8.2	1.0	Санкт-Петербург	13849.0	16357.0	0.0		1.0	637.0	
7	10260000.0	79.0	2017-01-31T00:00:00	2	3.0	23.0	41.9	9		False	False	18.0	2.0	Санкт-Петербург	40584.0	12398.0	3.0	447.0	0.0		
18	5300000.0	71.5	2019-04-04T00:00:00	3	2.6	9.0		1		False	False			Санкт-Петербург	20762.0	17044.0	0.0		1.0	330.0	
14	6500000.0	69.0	2018-02-24T00:00:00	3	2.6	12.0	44.0	12		False	False	8.0	1.0	Санкт-Петербург	14628.0	16672.0	1.0	679.0	0.0		60.0
0	4100000.0	46.0	2015-09-17T00:00:00	2	2.5	5.0	29.7	2		False	False	6.5		Санкт-Петербург	22346.0	15075.0	0.0		0.0		1153.0
5	2340000.0	25.41	2017-09-29T00:00:00	0		25.0	18.5	13		False	True		0.0	деревня Кудрово							3.0000000000000004
12	3290000.0	62.0	2019-03-12T00:00:00	3	2.5	9.0	44.0	6		False	False	6.0		Коммунар							
8	3990000.0	49.3	2019-01-11T00:00:00	4	2.5	5.0	37.3	1		False	False	5.3		Санкт-Петербург	12684.0	13217.0	0.0		1.0	616.0	82.0
10	5515000.0	48.9	2017-02-06T00:00:00	1		13.0	24.5	8		False	False	9.9	1.0	Санкт-Петербург	49886.0	14976.0	1.0	349.0	0.0		261.0
18	2700000.0	30.0	2017-06-09T00:00:00	1	2.5	5.0	16.0	2		False	False			Санкт-Петербург	22606.0	15219.0	0.0		1.0	669.0	347.00000000000006
11	3150000.0	33.3	2019-03-05T00:00:00	1	2.5	9.0	18.0	8		False	False	7.0		Колпино	24768.0	30554.0	1.0	328.0	0.0		
20	6999000.0	47.0	2018-08-28T00:00:00	2	2.5	7.0	28.0	4		False	False	8.0		Санкт-Петербург	12579.0	11522.0	1.0	799.0	1.0	144.0	
20	4300000.0	64.7	2016-08-21T00:00:00	2		6.0	42.2	1		False	False	8.8		посёлок Стрельна	28317.0	23506.0	1.0	1069.0	1.0	1341.0	544.0
13	10600000.0	68.0	2017-09-25T00:00:00	2	2.75	25.0	37.0	11		False	False	11.3		Санкт-Петербург	36614.0	12135.0	0.0		1.0	699.0	
8	650000.0	47.0	2018-09-26T00:00:00	2	3.0	2.0	32.0	2		False	False	7.0	2.0	Сланцы							
2	700000.0	53.0	2017-11-16T00:00:00	2		5.0	30.4	1		False	False	8.4	2.0	деревня Выскатка							45.00000000000001
10	6300000.0	112.0	2015-11-03T00:00:00	3	2.75	12.0	47.5	5		False	False	35.5	0.0	посёлок Шушары	18012.0	23688.0	0.0		1.0	630.0	743.0000000000001
14	2500000.0	48.0	2018-02-01T00:00:00	2	2.5	5.0	27.7	5		False	False	9.0	1.0	деревня Ненимяки							326.0
0	5470000.0	54.7	2018-02-26T00:00:00	2	2.55	10.0		5		False	False			Санкт-Петербург	29709.0	11493.0	2.0	479.0	1.0	439.0	61.0
9	1350000.0	42.0	2018-03-04T00:00:00	1		5.0		5		False	False			Волхов							187.00000000000003
14	1000000.0	48.0	2018-02-14T00:00:00	2		5.0		3		False	False	7.5		Пикалёво							67.0
1	3800000.0	54.7	2018-07-01T00:00:00	2		18.0	29.4	15		False	False	11.7		посёлок Мурино							9.0
15	4540000.0	38.0	2019-03-21T00:00:00	1	2.65	16.0	18.0	2		False	False	10.0		Санкт-Петербург	20558.0	22271.0	0.0		0.0		12.000000000000002
19	6200000.0	72.7	2018-03-30T00:00:00	4	2.5	9.0	48.3	1		False	False	5.5		Санкт-Петербург	51406.0	15418.0	0.0		0.0		42.0
9	13750000.0	100.0	2017-06-02T00:00:00	3		16.0	57.0	2		False	False	14.0	1.0	Санкт-Петербург	12114.0	8946.0	1.0	749.0	1.0	833.0	108.0
0	1560000.0	35.8	2018-06-26T00:00:00	1	2.7	5.0	17.0	3		False	False	8.5		деревня Старосиверская							3.0000000000000004
8	7200000.0	70.0	2018-07-04T00:00:00	2	2.8	17.0	29.0	1		False	False	13.0		Санкт-Петербург	34815.0	15914.0	0.0		2.0	712.0	43.0
20	7650000.0	83.1	2019-02-21T00:00:00	3	2.64	17.0	52.0	8		False	False	13.4		Санкт-Петербург	16087.0	14883.0	0.0		0.0		
8	4150000.0	75.8	2018-01-01T00:00:00	2	2.75	25.0	45.0	13		False	False	15.0	1.0	посёлок Парголово	61695.0	20851.0	0.0		0.0		20.0
13	6100000.0	51.5	2019-01-22T00:00:00	2	2.6	10.0	30.7	6		False	False	8.7		Санкт-Петербург	30109.0	10973.0	1.0	18.0	0.0		15.0
7	4490000.0	46.0	2017-12-20T00:00:00	1	3.3	2.0	23.4	2		False	False	21.4		Санкт-Петербург	43767.0	15470.0	1.0	845.0	2.0	135.0	
12	11350000.0	62.0	2017-12-08T00:00:00	3	3.0	4.0	38.0	4	False	False	False	10.5		Санкт-Петербург	23639.0	3766.0	0.0		1.0	549.0	27.0
8	9009000.0	88.6	2018-12-10T00:00:00	3	2.62	25.0	52.9	16		False	False	13.9		Санкт-Петербург	45997.0	18721.0	0.0		0.0		73.0
7	4250000.0	49.0	2016-05-26T00:00:00	2		9.0	30.0	2	False	False	False	7.0	0.0	Санкт-Петербург	42220.0	14724.0	1.0	599.0	0.0		45.00000000000001
8	2500000.0	60.0	2018-10-24T00:00:00	3	2.5	4.0	37.0	4		False	False	8.0		поселок Сельцо							
16	4100000.0	60.0	2018-03-14T00:00:00	3	2.6	5.0	44.0	5		False	False	6.0		Санкт-Петербург	14110.0	17302.0	0.0		1.0	933.0	241.0
0	3550000.0	42.0	2017-12-13T00:00:00	2		9.0	25.5	7		False	False	9.0		Колпино	25508.0	31294.0	1.0	61.0	0.0		53.0
6	19000000.0	230.0	2017-04-27T00:00:00	5		6.0	142.0	5		False	False	28.0	0.0	Санкт-Петербург	22480.0	3748.0	0.0		1.0	572.0	27.0
2	3100000.0	34.23	2018-07-23T00:00:00	1		22.0	14.51	12		False	False	12.18		посёлок Мурино							184.00000000000003
8	3200000.0	35.0	2017-02-02T00:00:00	1	2.7	22.0	15.08	22		False	False	9.3	0.0	деревня Кудрово							109.0
7	2200000.0	138.7	2016-06-24T00:00:00	4		7.0	90.7	5	False	False	False	13.7	0.0	Санкт-Петербург	25221.0	4069.0	0.0		2.0	653.0	203.0
10	8800000.0	92.0	2018-11-16T00:00:00	3	3.62	6.0	52.6	3		False	False	17.4		Санкт-Петербург	19979.0	2454.0	2.0	186.0	3.0	153.0	
7	3790000.0	65.0	2017-04-23T00:00:00	3		9.0	42.5	4		False	False	9.3	0.0	Выборг							110.0
9	1000000.0	28.6	2017-03-17T00:00:00	1	2.5	5.0	17.2	2		False	False	5.0	1.0	Кириши							648.0
14	15800000.0	135.0	2018-11-19T00:00:00	3	3.0	4.0	75.0	2		False	False	16.0	1.0	Пушкин	16706.0	28860.0	2.0	413.0	3.0	398.0	
10	4900000.0	43.0	2017-06-21T00:00:00	2		5.0		3		False	False			Санкт-Петербург	9675.0	10555.0	2.0	562.0	0.0		166.0
0	3490000.0	38.0	2015-06-25T00:00:00	1		10.0	18.0	1		False	False	8.0	0.0	Санкт-Петербург	38442.0	14842.0	1.0	443.0	1.0	490.0	438.0
18	33000000.0	114.0	2017-11-03T00:00:00	3	3.0	12.0	54.0	4		False	False	20.0		Санкт-Петербург	25799.0	4593.0	0.0		2.0	840.0	164.0
17	6210000.0	52.3	2019-02-25T00:00:00	2	2.5	9.0	28.3	1		False	False	7.0	2.0	Санкт-Петербург	50136.0	15502.0	1.0	394.0	1.0	202.0	
20	32350000.0	365.0	2016-10-10T00:00:00	5	3.2	3.0	101.0	3		False	False	37.0		Санкт-Петербург	38808.0	13706.0	0.0		0.0		
18	3600000.0	31.0	2017-01-10T00:00:00	1	2.5	9.0	15.5	7		False	False	8.1		Санкт-Петербург	27054.0	12773.0	1.0	245.0	1.0	831.0	622.0
3	3020000.0	67.2	2018-06-07T00:00:00	2		6.0	38.0	1		False	False	14.0		посёлок городского типа Токсово							158.0
10	13545000.0	238.26	2019-01-30T00:00:00	3		19.0		4		False	False	10.2		Санкт-Петербург	18995.0	4579.0	0.0		0.0		35.0
2	2874906.0	55.0	2017-01-24T00:00:00	2		15.0	25.0	5		False	False	11.0	0.0	Никольское							45.00000000000001
0	3250000.0	45.5	2015-01-14T00:00:00	2	2.5	5.0	30.5	3		False	False	5.5	0.0	Ломоносов	48449.0	51874.0	0.0		0.0		556.0
8	6400000.0	78.8	2019-03-18T00:00:00	3	2.67	12.0	47.0	1		False	False	14.7		Санкт-Петербург	15760.0	15976.0	1.0	719.0	0.0		
11	5800000.0	69.6	2017-11-10T00:00:00	3	2.65	12.0	43.9	12		False	False	8.1	5.0	Санкт-Петербург	32564.0	11638.0	1.0	307.0	0.0		22.000000000000004
9	6800000.0	56.9	2017-08-01T00:00:00	2	3.0	5.0		5		False	False	8.0	1.0	Санкт-Петербург	11696.0	8575.0	1.0	483.0	2.0	713.0	12.000000000000002
15	8300000.0	54.8	2019-02-24T00:00:00	2	2.64	12.0	28.0	9		False	False	8.9		Санкт-Петербург	34126.0	13994.0	0.0		0.0		43.0
