Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Patrician IV,PC,2010.0,Strategy,0.03,0.0,0.0,0.0,66.0,6.4,E
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009.0,Fighting,0.0,0.0,0.04,0.0,,,
Fisherman's Challenge,PS2,2003.0,Sports,0.02,0.02,0.0,0.01,67.0,7.5,E
Mission: Impossible - Operation Surma,GBA,2003.0,Platform,0.03,0.01,0.0,0.0,42.0,tbd,T
Akko ni Omakase! Brain Shock,DS,2006.0,Misc,0.0,0.0,0.04,0.0,,,
Platinum Sudoku,DS,2007.0,Puzzle,0.03,0.01,0.0,0.0,,tbd,E
Resident Evil: Revelations,PC,2013.0,Action,0.0,0.04,0.0,0.0,77.0,7,M
King of Fighters: Maximum Impact Regulation A,PS2,2007.0,Fighting,0.0,0.0,0.04,0.0,,,
Date A Live: Rine Utopia,PS3,2013.0,Adventure,0.0,0.0,0.04,0.0,,,
Durarara!! 3way Standoff: Alley,PSP,2011.0,Adventure,0.0,0.0,0.04,0.0,,,
Gummy Bears Mini Golf,Wii,2010.0,Sports,0.04,0.0,0.0,0.0,,,
The Da Vinci Code,XB,2006.0,Action,0.03,0.01,0.0,0.0,52.0,2.8,T
Monster Band,DS,2008.0,Misc,0.04,0.0,0.0,0.0,,tbd,E
Famicom Mini: Clu Clu Land,GBA,2004.0,Puzzle,0.0,0.0,0.04,0.0,,,
Super Black Bass Fishing,DS,2005.0,Sports,0.04,0.0,0.0,0.0,35.0,tbd,E
Sacred Blaze,PS2,2009.0,Strategy,0.0,0.0,0.04,0.0,,,
Painkiller: Hell & Damnation,PS3,2013.0,Shooter,0.02,0.01,0.0,0.01,,,
Rollin' Rascals,DS,2009.0,Puzzle,0.04,0.0,0.0,0.0,,tbd,E
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007.0,Misc,0.0,0.0,0.04,0.0,,,
Pure Pinball,XB,2004.0,Misc,0.03,0.01,0.0,0.0,68.0,8.5,E
Thoroughbred Breeder II Plus,PS,1995.0,Simulation,0.0,0.0,0.04,0.0,,,
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011.0,Adventure,0.0,0.0,0.04,0.0,,,
Zac to Ombra: Maboroshi no Yuuenchi,DS,2010.0,Adventure,0.0,0.0,0.04,0.0,,,
Shadow of the Colossus,PS3,2011.0,Action,0.0,0.0,0.04,0.0,,8.4,T
Phantom Breaker,X360,2011.0,Fighting,0.02,0.0,0.02,0.0,,,T
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010.0,Fighting,0.0,0.0,0.04,0.0,,,
BlazBlue: Chrono Phantasma Extend,PS3,2015.0,Action,0.0,0.0,0.04,0.0,,8.3,T
Valhalla Knights 2: Battle Stance,PSP,2009.0,Role-Playing,0.0,0.0,0.04,0.0,,tbd,E10+
Yuki Yuna is a Hero: Memory of the Forest,PSV,2015.0,Action,0.0,0.0,0.04,0.0,,,
99 no Namida,DS,2008.0,Adventure,0.0,0.0,0.04,0.0,,,
Cyber Troopers Virtual-On Marz,PS2,2003.0,Fighting,0.02,0.01,0.0,0.0,,,
Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008.0,Adventure,0.0,0.0,0.04,0.0,,,
Clannad,PSP,2008.0,Adventure,0.0,0.0,0.04,0.0,,,
Headhunter: Redemption,PS2,2004.0,Action,0.02,0.01,0.0,0.0,62.0,6.7,M
Stuntman,GBA,2003.0,Racing,0.03,0.01,0.0,0.0,77.0,tbd,E
The Chase: Felix Meets Felicity,DS,2009.0,Action,0.04,0.0,0.0,0.0,59.0,tbd,E
Time Travelers,3DS,2012.0,Adventure,0.0,0.0,0.04,0.0,,,
WSC Real 11: World Snooker Championship,X360,2011.0,Sports,0.0,0.03,0.0,0.0,,,
Dead Rising,PS4,2016.0,Action,0.02,0.0,0.01,0.01,78.0,6.6,M
Luxor: Pharaoh's Challenge,Wii,,Puzzle,0.01,0.02,0.0,0.0,,tbd,E
Grand Theft Auto: Vice City,PC,2003.0,Action,0.0,0.03,0.0,0.01,94.0,8.8,M
Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016.0,Misc,0.0,0.0,0.04,0.0,,,
Syndicate Wars,PS,1997.0,Strategy,0.02,0.01,0.0,0.0,,,
Sonic PC Collection,PC,2009.0,Misc,0.0,0.04,0.0,0.0,,,
Surf's Up,PS3,2007.0,Sports,0.03,0.0,0.0,0.0,59.0,5.1,E10+
DuckTales: Remastered,X360,2013.0,Action,0.03,0.0,0.0,0.0,,,
Draglade (JP sales),DS,2007.0,Fighting,0.0,0.0,0.04,0.0,,,
Herc's Adventures,PS,1997.0,Action,0.02,0.01,0.0,0.0,,,
Tiger Woods PGA Tour Golf,GBA,2002.0,Sports,0.03,0.01,0.0,0.0,,tbd,E
SWAT: Target Liberty,PSP,2007.0,Shooter,0.03,0.0,0.0,0.0,50.0,7.7,T
Twin Strike: Operation Thunder,Wii,2008.0,Shooter,0.04,0.0,0.0,0.0,50.0,8.3,E10+
CSI: Fatal Conspiracy,PC,2010.0,Adventure,0.0,0.03,0.0,0.01,47.0,5.5,M
Bomberman: Act Zero,X360,2006.0,Puzzle,0.04,0.0,0.0,0.0,34.0,2.2,T
All Points Bulletin,PC,2010.0,Role-Playing,0.0,0.03,0.0,0.01,,,
Empire Earth III,PC,2007.0,Strategy,0.0,0.03,0.0,0.01,50.0,2.8,T
Astro Boy: The Video Game,PSP,2009.0,Action,0.04,0.0,0.0,0.0,60.0,tbd,E10+
The Sims 4: Spa Day,PC,2015.0,Simulation,0.0,0.04,0.0,0.0,,7.6,T
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007.0,Racing,0.03,0.0,0.0,0.0,,tbd,E10+
Game of Thrones (Telltale),PS3,2015.0,Adventure,0.02,0.02,0.0,0.01,,,
Resident Evil: Operation Raccoon City,PC,2012.0,Action,0.0,0.03,0.0,0.01,48.0,3.8,M
Hyperdimension Neptunia Victory II,PS4,2015.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Free Running,Wii,2009.0,Sports,0.02,0.02,0.0,0.0,,tbd,T
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Dreamfall: The Longest Journey,XB,2006.0,Adventure,0.03,0.01,0.0,0.0,73.0,8.8,M
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995.0,Misc,0.0,0.0,0.04,0.0,,,
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010.0,Adventure,0.0,0.0,0.04,0.0,,,
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005.0,Misc,0.0,0.0,0.04,0.0,,,
Zatch Bell! Mamodo Fury,GC,2005.0,Fighting,0.03,0.01,0.0,0.0,,,
JASF: Jane's Advanced Strike Fighters,PC,2011.0,Simulation,0.02,0.01,0.0,0.0,48.0,3.1,T
SpongeBob: HeroPants,3DS,2015.0,Platform,0.03,0.0,0.0,0.0,,tbd,E
Dora's Big Birthday Adventure,PS2,2010.0,Misc,0.02,0.01,0.0,0.0,,tbd,E
PopStar Guitar,PS2,2008.0,Misc,0.02,0.01,0.0,0.0,,tbd,T
NHL Blades of Steel 2000,PS,1999.0,Sports,0.02,0.01,0.0,0.0,,,
Outlaw Volleyball Remixed,PS2,2004.0,Sports,0.02,0.01,0.0,0.0,57.0,tbd,M
Corpse Party: Blood Covered - Repeated Fear,3DS,2015.0,Adventure,0.0,0.0,0.04,0.0,,,
The Adventures of Darwin,PS2,2006.0,Strategy,0.01,0.0,0.03,0.0,53.0,tbd,E10+
Berserk and the Band of the Hawk,PS4,2016.0,Action,0.0,0.0,0.04,0.0,,,
Just Sing! Vol. 2,DS,2011.0,Misc,0.0,0.03,0.0,0.0,,,
Klonoa Heroes: Densetsu no Star Medal,GBA,2002.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001.0,Adventure,0.02,0.01,0.0,0.0,,,
Metal Gear Solid V: The Definitive Experience,PS4,2016.0,Action,0.01,0.02,0.01,0.0,,7.8,M
Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011.0,Puzzle,0.0,0.03,0.0,0.0,,,
Brothers In Arms DS,DS,2007.0,Shooter,0.03,0.0,0.0,0.0,72.0,8,T
Gal Gun: Double Peace,PSV,2015.0,Action,0.0,0.02,0.01,0.01,,8.1,M
Warhammer: Dark Omen,PS,1998.0,Strategy,0.02,0.01,0.0,0.0,,,
Denki Blocks!,GBA,2001.0,Puzzle,0.03,0.01,0.0,0.0,,,
Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012.0,Action,0.0,0.0,0.04,0.0,,,
Off-Road Drive,PC,2011.0,Racing,0.0,0.03,0.0,0.0,60.0,6.4,
A Ressha de Ikou DS,DS,2009.0,Simulation,0.0,0.0,0.04,0.0,,,
Harukanaru Toki no Naka de 4: Aizouban,PSP,2010.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Ballistic,PS,1999.0,Puzzle,0.02,0.01,0.0,0.0,,,
Colin McRae Rally 3,XB,2002.0,Racing,0.03,0.01,0.0,0.0,86.0,7.4,E
City Builder,Wii,2010.0,Misc,0.04,0.0,0.0,0.0,,tbd,E
Don Bradman Cricket 14,XOne,2015.0,Sports,0.0,0.04,0.0,0.0,,,
Sega Rally 2006,PS2,,Racing,0.0,0.0,0.04,0.0,,,
TMNT,DS,2007.0,Action,0.03,0.01,0.0,0.0,42.0,2.2,E10+
Gundam Battle Online,DC,2001.0,Action,0.0,0.0,0.04,0.0,,,
Shonen Jump's One Piece: Grand Adventure,GC,2006.0,Fighting,0.03,0.01,0.0,0.0,,,
NatGeo Challenge! Wild Life,Wii,2010.0,Misc,0.03,0.0,0.0,0.0,,,
Holly Hobbie & Friends,DS,2007.0,Misc,0.04,0.0,0.0,0.0,,,
Stolen,PS2,2005.0,Action,0.02,0.01,0.0,0.0,51.0,7.4,T
Glacier2,Wii,2009.0,Racing,0.04,0.0,0.0,0.0,,,
Gitaroo Man Lives!,PSP,2006.0,Misc,0.03,0.0,0.0,0.0,,,
Stoked: Big Air Edition,X360,2009.0,Sports,0.02,0.02,0.0,0.0,72.0,7.7,T
Heathcliff! Frantic Foto,DS,2010.0,Misc,0.04,0.0,0.0,0.0,,,
Memories Off 6: T-Wave,PS2,2008.0,Adventure,0.0,0.0,0.04,0.0,,,
LEGO Jurassic World,PC,2015.0,Action,0.0,0.04,0.0,0.0,72.0,7.1,E10+
Pro Race Driver,XB,2003.0,Racing,0.03,0.01,0.0,0.0,80.0,7.5,T
Famicom Remix Best Choice,3DS,2015.0,Action,0.0,0.0,0.04,0.0,,,
Ide Yosuke no Mahjong Kazoku,PS,1995.0,Misc,0.0,0.0,0.04,0.0,,,
Jig-A-Pix: Pets,DS,2009.0,Puzzle,0.03,0.0,0.0,0.0,,tbd,E
R-Type Command (correct US sales),PSP,2007.0,Strategy,0.04,0.0,0.0,0.0,,,
Quiz Mobile Gundam: Toi Senshi DX,PSP,2006.0,Puzzle,0.0,0.0,0.04,0.0,,,
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001.0,Platform,0.02,0.01,0.0,0.0,,,
Story Hour: Fairy Tales,Wii,2008.0,Adventure,0.04,0.0,0.0,0.0,,tbd,E
The Movies,PC,2005.0,Simulation,0.01,0.03,0.0,0.01,84.0,8.3,T
Countdown Vampires,PS,1999.0,Adventure,0.02,0.01,0.0,0.0,41.0,tbd,M
Dynasty Warriors Vol. 2 (JP sales),PSP,2006.0,Action,0.0,0.0,0.04,0.0,,,
Crypt Killer,PS,1997.0,Shooter,0.02,0.01,0.0,0.0,,,
Tokumei Sentai Go-Busters,DS,2012.0,Action,0.0,0.0,0.04,0.0,,,
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002.0,Sports,0.0,0.0,0.04,0.0,,,
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015.0,Misc,0.0,0.0,0.04,0.0,,,
FIFA World Cup Germany 2006,DS,2006.0,Sports,0.03,0.0,0.0,0.0,71.0,7.2,E
Train Simulator 2016,PC,2015.0,Simulation,0.0,0.04,0.0,0.0,,4,E
PO'ed,PS,1996.0,Shooter,0.02,0.01,0.0,0.0,,,
Battle Hunter,PS,1999.0,Strategy,0.02,0.01,0.0,0.0,,,
Wicked Monster Blast!,Wii,2011.0,Shooter,0.03,0.0,0.0,0.0,,,
Adidas Power Soccer,PS,1996.0,Sports,0.02,0.01,0.0,0.0,,,
Supreme Commander: Forged Alliance,PC,2007.0,Strategy,0.01,0.02,0.0,0.0,81.0,8.9,E10+
Darklight Conflict,PS,1997.0,Simulation,0.02,0.01,0.0,0.0,,,
Shin Hayarigami,PS3,2014.0,Adventure,0.0,0.0,0.04,0.0,,,
Warriors Orochi 3,XOne,2014.0,Action,0.01,0.03,0.0,0.0,,,
Dragon Ball: Advanced Adventure,GBA,2004.0,Action,0.03,0.01,0.0,0.0,75.0,8.5,E10+
Art of Fighting 3: The Path of the Warrior,NG,1996.0,Fighting,0.0,0.0,0.04,0.0,,,
I'm A Celebrity: Get Me Out of Here!,DS,2009.0,Misc,0.0,0.04,0.0,0.0,,,
The Ripping Friends,GBA,2002.0,Action,0.03,0.01,0.0,0.0,38.0,tbd,E
Konami Arcade Classics,PS,1999.0,Misc,0.02,0.01,0.0,0.0,,,
Hunter x Hunter: Wonder Adventure,PSP,2012.0,Action,0.0,0.0,0.04,0.0,,,
Lost Planet 3,PC,2013.0,Shooter,0.0,0.04,0.0,0.0,61.0,6.2,T
Super Army War,GBA,2005.0,Action,0.03,0.01,0.0,0.0,58.0,tbd,T
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012.0,Action,0.0,0.0,0.04,0.0,,,
Echo Night Beyond,PS2,2004.0,Adventure,0.02,0.01,0.0,0.0,60.0,8.8,T
Meteos: Disney Magic,DS,2007.0,Puzzle,0.01,0.02,0.0,0.0,74.0,6.6,E
Minna no Chizu,PSP,2006.0,Misc,0.0,0.0,0.04,0.0,,,
Doom II: Hell on Earth,GBA,2002.0,Shooter,0.03,0.01,0.0,0.0,,,
Taikou Risshiden V,PSP,2009.0,Strategy,0.0,0.0,0.04,0.0,,,
Jikkyou Powerful Major League,GC,2006.0,Sports,0.0,0.0,0.04,0.0,,,
NASCAR Heat Evolution,XOne,2016.0,Racing,0.03,0.0,0.0,0.0,,1.6,E
Suzumiya Haruhi no Tsuisou,PSP,2011.0,Adventure,0.0,0.0,0.04,0.0,,,
Beyblade Evolution,3DS,2013.0,Action,0.02,0.01,0.0,0.0,49.0,6.3,E
Ar Nosurge: Ode to an Unborn Star,PSV,2014.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Evolution Skateboarding,GC,2002.0,Sports,0.03,0.01,0.0,0.0,44.0,tbd,T
Castlevania: Lords of Shadow 2,PC,2014.0,Action,0.01,0.03,0.0,0.0,58.0,7.7,M
Greg Hastings' Tournament Paintball Max'd,DS,2006.0,Shooter,0.03,0.0,0.0,0.0,39.0,7.4,E10+
Jikkyou World Soccer 2002,PS2,2002.0,Sports,0.0,0.0,0.04,0.0,,,
Sleepover Party,Wii,2009.0,Misc,0.03,0.0,0.0,0.0,,,
Halo: Combat Evolved,PC,2003.0,Shooter,0.02,0.02,0.0,0.0,83.0,7.4,M
Tenshou Gakuen Gekkouroku,PS2,2006.0,Adventure,0.0,0.0,0.04,0.0,,,
Exist Archive: The Other Side of the Sky,PS4,2015.0,Role-Playing,0.01,0.0,0.03,0.0,69.0,7.9,T
Ski-Doo Snowmobile Challenge,X360,2009.0,Racing,0.03,0.0,0.0,0.0,,tbd,E
Little Red Riding Hood's Zombie BBQ,DS,2008.0,Shooter,0.03,0.0,0.0,0.0,68.0,7.3,T
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008.0,Adventure,0.0,0.0,0.04,0.0,,,
Ragnarok Odyssey,PS3,2014.0,Role-Playing,0.03,0.0,0.0,0.01,,,
Texas Hold 'Em Poker DS,DS,2005.0,Misc,0.03,0.0,0.0,0.0,,tbd,E
Big Mutha Truckers,GBA,2005.0,Racing,0.03,0.01,0.0,0.0,,,
Magical Starsign (JP sales),DS,2006.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Assassin's Creed Chronicles: China,PS4,2015.0,Action,0.0,0.03,0.0,0.01,69.0,6.4,T
DT Carnage,PSP,2009.0,Racing,0.03,0.0,0.0,0.0,,tbd,E10+
Worms: Ultimate Mayhem,PC,2011.0,Strategy,0.0,0.03,0.0,0.0,66.0,7.8,E10+
Rugby 08,PS2,2007.0,Sports,0.02,0.01,0.0,0.0,74.0,7.4,E
GoPets: Vacation Island,DS,2008.0,Simulation,0.03,0.0,0.0,0.0,,tbd,E
Pia Carrot e Youkoso!! 2.5,DC,2008.0,Adventure,0.0,0.0,0.04,0.0,,,
Caesar IV,PC,2006.0,Strategy,0.0,0.03,0.0,0.01,74.0,7.6,E10+
Sherlock Holmes: Secret of The Silver Earring,Wii,2010.0,Adventure,0.0,0.03,0.0,0.0,,,
Ferrari Challenge Trofeo Pirelli,PS3,2008.0,Racing,0.0,0.03,0.0,0.01,71.0,6.2,E
Cy Girls,PS2,2004.0,Action,0.02,0.01,0.0,0.0,53.0,8.8,M
Ray Gigant,PSV,2015.0,Role-Playing,0.0,0.0,0.04,0.0,72.0,8.1,T
APB Reloaded,PC,2011.0,Role-Playing,0.02,0.01,0.0,0.0,56.0,5.7,M
The Sum of All Fears,GBA,2002.0,Shooter,0.03,0.01,0.0,0.0,69.0,tbd,T
Da Capo I & II Plus Situation Portable,PSP,2010.0,Adventure,0.0,0.0,0.04,0.0,,,
Winning Post 8 ,PSV,2014.0,Racing,0.0,0.0,0.04,0.0,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010.0,Misc,0.0,0.0,0.04,0.0,,,
Bubble Bobble Double Shot,DS,2007.0,Puzzle,0.03,0.0,0.0,0.0,50.0,4.8,E
Bionicle Heroes,Wii,2007.0,Shooter,0.03,0.0,0.0,0.0,52.0,5.8,E10+
Harry Potter and the Order of the Phoenix,PC,2007.0,Action,0.0,0.03,0.0,0.0,63.0,7.1,E10+
Minority Report: Everybody Runs,GBA,2002.0,Action,0.03,0.01,0.0,0.0,54.0,tbd,T
Monster Hunter Frontier Online: Season 9.0,X360,2010.0,Role-Playing,0.0,0.0,0.04,0.0,,,
C.O.R.E.,DS,2009.0,Shooter,0.03,0.0,0.0,0.0,44.0,6.9,M
Garfield: The Search for Pooky,GBA,2003.0,Platform,0.03,0.01,0.0,0.0,,,
Galaxy Fight,SAT,1994.0,Fighting,0.0,0.0,0.04,0.0,,,
Super Hero Generation,PSV,2014.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Chaos Wars,PS2,2006.0,Strategy,0.0,0.0,0.04,0.0,64.0,6.9,T
Steambot Chronicles,PS2,2005.0,Role-Playing,0.02,0.01,0.0,0.0,74.0,8.2,T
Mr. Driller,PS,1999.0,Puzzle,0.02,0.01,0.0,0.0,,,
Toki no Kizuna: Sekigahara Kitan,PSP,2012.0,Action,0.0,0.0,0.04,0.0,,,
Norn9: Norn + Nonette,PSP,2013.0,Adventure,0.0,0.0,0.04,0.0,,,
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007.0,Adventure,0.0,0.0,0.04,0.0,,,
Gumby vs. the Astrobots,GBA,2005.0,Action,0.03,0.01,0.0,0.0,63.0,tbd,E
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008.0,Misc,0.0,0.0,0.04,0.0,,,
Scaler,GC,2004.0,Platform,0.03,0.01,0.0,0.0,69.0,7.3,E
Summer Challenge: Athletics Tournament,PS3,2011.0,Sports,0.0,0.03,0.0,0.01,,tbd,
Chaos;Head Noah,X360,2009.0,Adventure,0.0,0.0,0.04,0.0,,,
Scarface: The World is Yours,PC,2006.0,Action,0.01,0.02,0.0,0.0,73.0,7.5,M
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009.0,Strategy,0.0,0.0,0.04,0.0,,,
Legasista,PS3,2012.0,Role-Playing,0.0,0.0,0.04,0.0,68.0,6.3,T
Fatal Fury: Battle Archives Volume 1,PS2,2006.0,Fighting,0.02,0.01,0.0,0.0,68.0,8.3,T
Logic Machines,DS,2009.0,Puzzle,0.03,0.0,0.0,0.0,,,
Harry Potter and the Prisoner of Azkaban,PC,2004.0,Action,0.0,0.03,0.0,0.0,67.0,7.2,E
Nobunaga's Ambition II,3DS,2015.0,Strategy,0.0,0.0,0.04,0.0,,,
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009.0,Adventure,0.0,0.0,0.04,0.0,,,
OutRun 2006: Coast 2 Coast,PSP,2006.0,Racing,0.03,0.01,0.0,0.0,82.0,8.1,E
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016.0,Misc,0.0,0.0,0.04,0.0,,,
Rhapsody: A Musical Adventure,PS,1998.0,Role-Playing,0.02,0.01,0.0,0.0,,,
Fading Shadows,PSP,2008.0,Puzzle,0.03,0.0,0.0,0.0,62.0,tbd,E
Music Maker: Rockstar,PS2,2009.0,Misc,0.02,0.01,0.0,0.0,,,
Smashing Drive,XB,2002.0,Racing,0.03,0.01,0.0,0.0,42.0,tbd,T
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008.0,Misc,0.0,0.0,0.04,0.0,,,
Without Warning,PS2,2005.0,Shooter,0.02,0.01,0.0,0.0,45.0,6.5,M
Formula 1 06,PS2,2006.0,Racing,0.0,0.0,0.04,0.0,,,
Fighting Vipers 2,DC,2000.0,Fighting,0.0,0.0,0.04,0.0,,,
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005.0,Action,0.03,0.01,0.0,0.0,56.0,tbd,E10+
Richard Burns Rally,PC,2004.0,Racing,0.0,0.03,0.0,0.01,,,
Napoleon Dynamite: The Game,PSP,2007.0,Puzzle,0.03,0.0,0.0,0.0,37.0,4.6,E10+
Beatdown: Fists of Vengeance,XB,2005.0,Action,0.03,0.01,0.0,0.0,,,
Saints Row 2,PC,2009.0,Action,0.0,0.03,0.0,0.01,72.0,6.8,M
Enchanted Arms (JP sales),PS3,2007.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Trine 2,PC,2011.0,Platform,0.0,0.03,0.0,0.01,84.0,8.4,E10+
Monster Force,GBA,2002.0,Shooter,0.03,0.01,0.0,0.0,65.0,tbd,E
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007.0,Misc,0.0,0.0,0.04,0.0,,,
Sid Meier's Railroads!,PC,2006.0,Simulation,0.01,0.03,0.0,0.0,,,
Clock Zero: Shuuen no Ichibyou Portable,PSP,2011.0,Adventure,0.0,0.0,0.04,0.0,,,
Trick x Logic: Season 2,PSP,2010.0,Adventure,0.0,0.0,0.04,0.0,,,
San Goku Shi DS 3,DS,2010.0,Strategy,0.0,0.0,0.04,0.0,,,
Hakuouki: Zuisouroku,PS2,2009.0,Adventure,0.0,0.0,0.04,0.0,,,
World Championship Pool 2004,XB,2003.0,Sports,0.03,0.01,0.0,0.0,67.0,tbd,E
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006.0,Sports,0.0,0.0,0.04,0.0,,,
Jikkyou Powerful Major League 2009,Wii,2009.0,Sports,0.0,0.0,0.04,0.0,,,
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008.0,Adventure,0.03,0.0,0.0,0.0,67.0,8.2,E10+
SD Gundam Force: Showdown!,PS2,2004.0,Shooter,0.02,0.01,0.0,0.0,,,
The Treasures of Montezuma,DS,2010.0,Puzzle,0.02,0.01,0.0,0.0,,tbd,E
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006.0,Adventure,0.0,0.0,0.04,0.0,,,
Flow: Urban Dance Uprising,PS2,2005.0,Misc,0.02,0.01,0.0,0.0,65.0,tbd,T
Ailu de Puzzle,PSP,2012.0,Action,0.0,0.0,0.04,0.0,,,
Real Soccer 2008,DS,2007.0,Sports,0.03,0.0,0.0,0.0,,tbd,E
Transport Fever,PC,2016.0,Simulation,0.0,0.03,0.0,0.0,70.0,7,
True Pinball,PS,1996.0,Misc,0.02,0.01,0.0,0.0,,,
Homefront: The Revolution,PC,2016.0,Shooter,0.01,0.02,0.0,0.0,54.0,3.5,M
Stadium Games,GBA,2003.0,Sports,0.03,0.01,0.0,0.0,,,
RLH: Run Like Hell,XB,2003.0,Shooter,0.03,0.01,0.0,0.0,55.0,8,M
Power Play Pool,DS,2006.0,Sports,0.03,0.0,0.0,0.0,,tbd,E
J-League Pro Striker 2,GEN,1994.0,Sports,0.0,0.0,0.04,0.0,,,
Obscure,XB,2004.0,Adventure,0.03,0.01,0.0,0.0,66.0,8.4,M
Mahjong Taikai,DS,2004.0,Misc,0.0,0.0,0.04,0.0,,,
Super Robot Taisen: Scramble Commander the 2nd,PS2,2007.0,Strategy,0.0,0.0,0.04,0.0,,,
Just Dance 2017,XOne,2016.0,Misc,0.03,0.0,0.0,0.0,75.0,8,E10+
Just Dance 2017,X360,2016.0,Misc,0.02,0.02,0.0,0.0,,tbd,E10+
Stranger of Sword City,PSV,2015.0,Role-Playing,0.02,0.0,0.0,0.01,71.0,8,T
Jane's Hotel,DS,2010.0,Simulation,0.03,0.0,0.0,0.0,,tbd,E
Espgaluda II Black Label,X360,2010.0,Shooter,0.0,0.0,0.04,0.0,,,
Hot Potato!,GBA,2001.0,Action,0.03,0.01,0.0,0.0,,,
The Croods: Prehistoric Party!,3DS,2013.0,Misc,0.01,0.02,0.0,0.0,,,
World of Goo,PC,2008.0,Puzzle,0.0,0.03,0.0,0.01,90.0,8.5,E
Kiniro no Corda 2 f,PSP,2009.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Pro Evolution Soccer 2017,X360,2016.0,Sports,0.01,0.02,0.0,0.0,,6.5,E
World in Conflict: Complete Edition,PC,2009.0,Strategy,0.0,0.03,0.0,0.01,,tbd,T
Deception III: Dark Delusion,PS,1999.0,Role-Playing,0.02,0.01,0.0,0.0,,,
Ultimate Game Room,DS,2009.0,Misc,0.03,0.0,0.0,0.0,,tbd,E
Warhammer: The End Times - Vermintide,PS4,2016.0,Action,0.01,0.02,0.0,0.01,,,
DoraMoji: Nobita no Kanji Daisakusen,3DS,2015.0,Misc,0.0,0.0,0.04,0.0,,,
Secret Files 2: Puritas Cordis,PC,2009.0,Adventure,0.0,0.03,0.0,0.0,64.0,7.1,T
Half-Minute Hero 2,PSP,,Role-Playing,0.0,0.0,0.04,0.0,,,
Cook Wars,Wii,2009.0,Misc,0.03,0.0,0.0,0.0,,tbd,E
Monster Kingdom: Jewel Summoner,PSP,2006.0,Role-Playing,0.0,0.0,0.04,0.0,66.0,6.8,T
Railroad Tycoon 3,PC,2003.0,Strategy,0.0,0.03,0.0,0.0,80.0,7.7,E
Kuroshitsuji: Phantom & Ghost,DS,2009.0,Action,0.0,0.0,0.04,0.0,,,
Zoo Hospital,DS,2007.0,Simulation,0.03,0.0,0.0,0.0,53.0,tbd,E
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Macross ? Scramble,PSV,2016.0,Action,0.0,0.0,0.04,0.0,,,
