children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-8507.224076666334,47,среднее,1,женат / замужем,0,F,сотрудник,0,54320.20956165222,на покупку подержанного автомобиля
0,-2852.319916423261,46,высшее,0,женат / замужем,0,F,госслужащий,0,155180.72615773234,дополнительное образование
0,366642.340582644,60,среднее,1,женат / замужем,0,F,пенсионер,0,58674.49793630506,дополнительное образование
1,-2758.292954383204,43,среднее,1,женат / замужем,0,F,госслужащий,0,208155.61440880146,автомобиль
0,-929.1129761610284,53,среднее,1,женат / замужем,0,F,сотрудник,0,152852.97655367688,операции со своей недвижимостью
2,-2350.7326575546404,30,среднее,1,гражданский брак,1,F,сотрудник,0,134602.1508102939,на проведение свадьбы
0,-4799.843607504349,42,среднее,1,женат / замужем,0,F,сотрудник,0,79450.87382087548,операции с жильем
1,-5272.774364148615,44,неоконченное высшее,2,женат / замужем,0,F,компаньон,0,104784.42246929213,операции с жильем
0,-398.4397103822701,22,среднее,1,гражданский брак,1,F,сотрудник,0,128576.30872212627,получение дополнительного образования
1,-2020.3175511012048,35,среднее,1,в разводе,3,M,сотрудник,0,172905.1804138502,строительство собственной недвижимости
0,-4452.147221018191,38,среднее,1,женат / замужем,0,F,сотрудник,0,84324.49646080157,заняться высшим образованием
0,373268.4918212054,58,среднее,1,гражданский брак,1,F,пенсионер,0,110180.22111008744,на проведение свадьбы
3,-4361.004439101107,44,высшее,0,гражданский брак,1,M,компаньон,0,325348.87748699327,свадьба
0,-2479.281324345802,49,среднее,1,гражданский брак,1,M,компаньон,0,318800.67328950204,операции с жильем
0,,43,среднее,1,женат / замужем,0,F,компаньон,0,,недвижимость
0,-4487.389314687397,50,среднее,1,женат / замужем,0,M,сотрудник,0,213324.31701999565,покупка недвижимости
0,371428.655546506,55,среднее,1,женат / замужем,0,F,пенсионер,0,123802.67233405293,ремонт жилью
1,-7383.553863911646,41,среднее,1,гражданский брак,1,M,компаньон,0,398591.419329323,сыграть свадьбу
2,-2370.3386551379485,34,среднее,1,женат / замужем,0,M,сотрудник,0,220003.7659774336,операции со своей недвижимостью
0,-1698.4213544809204,29,высшее,0,женат / замужем,0,F,сотрудник,0,179316.91585657024,заняться высшим образованием
2,-345.0831113785752,35,высшее,0,женат / замужем,0,F,сотрудник,0,163729.36763939264,покупка жилой недвижимости
0,-922.4822379166504,52,среднее,1,гражданский брак,1,F,сотрудник,0,98561.01215706258,свадьба
0,393693.1682437829,56,среднее,1,женат / замужем,0,F,пенсионер,0,145289.96399615536,покупка коммерческой недвижимости
0,-3028.6988586360176,42,среднее,1,женат / замужем,0,M,сотрудник,0,141865.30728698848,покупка жилья
0,-1234.0672702250952,46,среднее,1,женат / замужем,0,F,сотрудник,0,102321.4874740835,покупка жилья для семьи
1,352537.1275541195,47,среднее,1,женат / замужем,0,F,пенсионер,0,257369.19973035145,профильное образование
0,-5307.23984611375,44,среднее,1,женат / замужем,0,F,компаньон,1,225587.6429777845,операции со своей недвижимостью
1,-2332.428466965826,39,среднее,1,женат / замужем,0,F,сотрудник,0,82092.17343703263,высшее образование
2,-2138.132911417419,31,высшее,0,женат / замужем,0,F,сотрудник,1,245127.58320143656,получение дополнительного образования
0,-1527.6376646952829,37,среднее,1,женат / замужем,0,M,сотрудник,0,132843.37788972762,покупка жилой недвижимости
0,-4767.244298453808,48,среднее,1,гражданский брак,1,F,сотрудник,0,194962.94271830845,свадьба
0,-4608.643172816523,56,среднее,1,женат / замужем,0,F,компаньон,0,198960.65435852465,операции с коммерческой недвижимостью
0,,39,среднее,1,женат / замужем,0,M,сотрудник,0,,дополнительное образование
1,-2704.187673358866,33,среднее,1,Не женат / не замужем,4,F,сотрудник,0,84245.69897867233,образование
0,-2714.112649198497,53,высшее,0,вдовец / вдова,2,F,госслужащий,0,373989.88632439147,на покупку автомобиля
0,-1079.5375240532603,61,среднее,1,в разводе,3,M,госслужащий,0,219161.12834958086,ремонт жилью
1,-2070.3315049426324,48,среднее,1,женат / замужем,0,M,компаньон,0,307509.26368842897,покупка коммерческой недвижимости
0,-2949.699619747793,40,высшее,0,в разводе,3,F,компаньон,0,206219.673260428,автомобили
3,-919.8703782397336,47,среднее,1,женат / замужем,0,M,сотрудник,1,55364.32895794434,покупка коммерческой недвижимости
1,-447.52391219592784,44,среднее,1,женат / замужем,0,F,компаньон,0,237791.9772178411,дополнительное образование
2,-721.2643098452954,33,среднее,1,женат / замужем,0,M,сотрудник,0,217557.1943284949,покупка своего жилья
1,-616.4662935846662,39,высшее,0,женат / замужем,0,M,сотрудник,0,203902.99393840405,операции с жильем
0,-3407.760940968947,50,среднее,1,гражданский брак,1,M,сотрудник,1,84839.67059773562,сыграть свадьбу
0,-2474.062280733733,35,высшее,0,Не женат / не замужем,4,M,компаньон,0,309479.2713056196,автомобили
0,-1323.6248546962981,29,высшее,0,Не женат / не замужем,4,M,сотрудник,0,166532.25550132006,заняться высшим образованием
1,-748.1967875345374,51,Среднее,1,гражданский брак,1,F,сотрудник,0,55387.907427469196,заняться высшим образованием
0,-977.9956671063884,42,среднее,1,Не женат / не замужем,4,M,сотрудник,0,215793.34865926366,покупка жилья
0,392637.8131295289,60,среднее,1,женат / замужем,0,F,пенсионер,0,143171.84107428056,строительство собственной недвижимости
0,-2290.092670706808,61,среднее,1,женат / замужем,0,F,сотрудник,0,120459.26911685645,строительство жилой недвижимости
0,-352.58809426624765,30,среднее,1,в разводе,3,F,компаньон,0,304928.4923068898,строительство собственной недвижимости
1,,35,среднее,1,женат / замужем,0,F,компаньон,0,,на покупку своего автомобиля
0,383504.7952882985,54,среднее,1,женат / замужем,0,F,пенсионер,0,244851.50838119825,покупка коммерческой недвижимости
1,-5464.65829375265,34,среднее,1,женат / замужем,0,F,сотрудник,0,104515.65990201774,образование
0,392383.50071487116,64,среднее,1,женат / замужем,0,F,пенсионер,0,128018.45377461336,операции с коммерческой недвижимостью
1,-1063.7420185446463,35,среднее,1,женат / замужем,0,M,сотрудник,0,258826.30360215768,строительство собственной недвижимости
0,-2793.7362178562225,40,Среднее,1,гражданский брак,1,M,госслужащий,0,169651.95675632617,сыграть свадьбу
0,-891.5073541367044,41,среднее,1,женат / замужем,0,F,сотрудник,0,51594.73415290857,на покупку автомобиля
0,-7593.963550259447,66,среднее,1,женат / замужем,0,F,сотрудник,0,181005.28862771625,заняться образованием
0,-5116.57540940952,42,среднее,1,Не женат / не замужем,4,F,сотрудник,0,256284.78230773704,свой автомобиль
1,-935.0238140976312,41,среднее,1,в разводе,3,F,компаньон,0,133215.56684428887,строительство жилой недвижимости
1,-1535.7722811998706,44,среднее,1,женат / замужем,0,F,компаньон,0,178861.19777574512,сделка с автомобилем
0,,43,среднее,1,женат / замужем,0,F,сотрудник,0,,получение дополнительного образования
0,-1537.8610718630414,57,среднее,1,вдовец / вдова,2,F,сотрудник,0,349885.1852589079,строительство собственной недвижимости
0,-564.4871527048582,53,среднее,1,гражданский брак,1,F,сотрудник,0,139547.18059450464,свадьба
1,-2076.9559905335777,33,высшее,0,женат / замужем,0,F,сотрудник,0,598327.3023054,операции с жильем
0,-1455.8263746651694,52,СРЕДНЕЕ,1,женат / замужем,0,M,сотрудник,0,177749.0448964489,строительство собственной недвижимости
0,-1210.8317365289067,50,высшее,0,женат / замужем,0,M,сотрудник,0,586905.8569860331,дополнительное образование
0,-8436.15129505824,36,среднее,1,гражданский брак,1,F,сотрудник,0,91250.78833061775,свадьба
0,401215.4597847833,61,среднее,1,женат / замужем,0,F,пенсионер,0,113380.19018711359,сделка с подержанным автомобилем
2,-2220.5219170347004,24,неоконченное высшее,2,женат / замужем,0,M,сотрудник,0,229019.05429287604,профильное образование
0,-2197.460718185312,42,среднее,1,гражданский брак,1,F,сотрудник,0,163001.47477103787,свадьба
1,-1487.0373468745859,44,высшее,0,гражданский брак,1,F,компаньон,0,193778.3509739521,покупка жилой недвижимости
4,-3452.1987195237284,29,высшее,0,женат / замужем,0,F,сотрудник,0,241089.44839291665,операции с коммерческой недвижимостью
1,,42,среднее,1,гражданский брак,1,M,сотрудник,0,,свой автомобиль
0,359280.6343334819,55,среднее,1,женат / замужем,0,F,пенсионер,0,72563.63108462395,операции с недвижимостью
0,-13702.636708175783,55,среднее,1,женат / замужем,0,F,сотрудник,0,121931.97183788967,строительство собственной недвижимости
0,-2807.9150578105127,58,высшее,0,Не женат / не замужем,4,F,госслужащий,0,397417.3223604254,заняться образованием
0,-382.95024029550376,51,среднее,1,женат / замужем,0,F,сотрудник,0,353693.7328640418,получение образования
0,-1545.2842056354157,27,неоконченное высшее,2,гражданский брак,1,F,компаньон,0,96131.07115571896,строительство собственной недвижимости
0,-3368.789311895883,46,среднее,1,женат / замужем,0,M,сотрудник,0,168378.63601838108,покупка жилой недвижимости
1,-7995.4537732049475,46,среднее,1,гражданский брак,1,F,сотрудник,0,158296.5836979899,приобретение автомобиля
0,396840.1001262311,56,среднее,1,женат / замужем,0,F,пенсионер,0,104323.15244506564,на покупку автомобиля
1,-3889.818290612717,31,среднее,1,женат / замужем,0,M,сотрудник,0,166754.22299671243,дополнительное образование
0,,58,среднее,1,женат / замужем,0,F,компаньон,0,,автомобили
0,,68,среднее,1,Не женат / не замужем,4,F,пенсионер,0,,профильное образование
0,346700.79552684486,60,среднее,1,женат / замужем,0,F,пенсионер,0,91699.1273701104,строительство собственной недвижимости
0,-3233.658397542254,55,среднее,1,гражданский брак,1,F,сотрудник,0,305662.60943344503,покупка жилой недвижимости
3,-514.3279361526728,36,среднее,1,женат / замужем,0,M,компаньон,0,347896.536044674,заняться образованием
0,396723.8328251525,62,ВЫСШЕЕ,0,женат / замужем,0,F,пенсионер,0,37684.11438765933,свой автомобиль
1,-3229.2337473587804,38,среднее,1,женат / замужем,0,M,сотрудник,0,240131.23557994165,операции с недвижимостью
0,-1277.6460478971276,63,среднее,1,вдовец / вдова,2,F,сотрудник,0,102558.71284403586,жилье
0,-274.73032629933516,29,среднее,1,Не женат / не замужем,4,M,компаньон,1,170123.32573095837,образование
0,-231.53373165682288,22,Среднее,1,Не женат / не замужем,4,F,сотрудник,1,65780.78119628972,свой автомобиль
0,-405.1940974277213,27,высшее,0,женат / замужем,0,M,компаньон,0,252980.2928761964,строительство жилой недвижимости
1,-411.9443465446498,29,среднее,1,в разводе,3,F,компаньон,0,78336.33578146693,покупка жилья для семьи
0,-3668.067316114287,42,среднее,1,гражданский брак,1,M,сотрудник,0,207230.5338546889,сделка с автомобилем
0,,54,СРЕДНЕЕ,1,Не женат / не замужем,4,F,компаньон,0,,профильное образование
0,-111.6767188371378,48,среднее,1,гражданский брак,1,M,сотрудник,0,156041.8310721616,покупка недвижимости
0,-1489.0810685851804,35,среднее,1,женат / замужем,0,M,сотрудник,0,127424.43725367922,высшее образование
1,-450.42888599735915,28,среднее,1,гражданский брак,1,M,компаньон,1,172159.43753093874,профильное образование
0,-2987.004811735333,50,Среднее,1,женат / замужем,0,F,сотрудник,0,109511.45192708724,на покупку автомобиля
1,-1518.4831688388235,23,Среднее,1,гражданский брак,1,M,сотрудник,0,63548.54384061794,свадьба
0,-709.9022761943588,60,среднее,1,гражданский брак,1,M,сотрудник,0,142156.95778283276,сыграть свадьбу
0,-1219.2176289718695,26,среднее,1,гражданский брак,1,M,сотрудник,0,151398.25030336884,сыграть свадьбу
0,,56,среднее,1,Не женат / не замужем,4,M,компаньон,0,,автомобили
0,-491.84158357431915,43,высшее,0,Не женат / не замужем,4,M,сотрудник,0,163828.5216072683,сделка с автомобилем
0,361734.96796896495,63,среднее,1,вдовец / вдова,2,F,пенсионер,0,57943.38745661959,свой автомобиль
0,-405.0706675335318,46,среднее,1,женат / замужем,0,M,сотрудник,0,68911.64537327529,операции с недвижимостью
1,-2936.038402698847,27,неоконченное высшее,2,женат / замужем,0,F,сотрудник,0,55042.71185441746,ремонт жилью
1,-1345.51335743934,31,среднее,1,гражданский брак,1,F,сотрудник,0,143303.22007755042,приобретение автомобиля
2,,27,высшее,0,женат / замужем,0,F,сотрудник,0,,операции с коммерческой недвижимостью
0,,57,среднее,1,женат / замужем,0,F,сотрудник,0,,сделка с подержанным автомобилем
1,-2180.8578203430084,27,высшее,0,гражданский брак,1,M,компаньон,0,104477.18352197004,сыграть свадьбу
1,-496.041757947324,35,среднее,1,женат / замужем,0,F,сотрудник,0,86380.53971532328,операции со своей недвижимостью
0,401035.29281468474,67,высшее,0,вдовец / вдова,2,F,пенсионер,0,85095.02917186121,покупка жилья для семьи
0,377065.9209409826,62,среднее,1,вдовец / вдова,2,F,пенсионер,0,83455.86307614107,строительство собственной недвижимости
0,-1730.5510662496802,50,среднее,1,Не женат / не замужем,4,F,компаньон,0,111485.70502305233,покупка жилья
1,-1842.536392188963,32,среднее,1,женат / замужем,0,F,сотрудник,0,51014.72908875585,сделка с автомобилем
1,,34,среднее,1,женат / замужем,0,M,сотрудник,0,,на покупку своего автомобиля
0,,26,среднее,1,Не женат / не замужем,4,M,сотрудник,0,,строительство недвижимости
0,-302.43608153144766,26,неоконченное высшее,2,Не женат / не замужем,4,M,сотрудник,0,187032.69742687512,недвижимость
0,-3484.967346417063,56,высшее,0,женат / замужем,0,M,сотрудник,0,339339.717158448,покупка своего жилья
0,334018.0816627342,66,высшее,0,гражданский брак,1,F,пенсионер,0,207799.79520904718,на проведение свадьбы
0,-1627.8429371227826,47,Высшее,0,женат / замужем,0,F,сотрудник,0,124759.06805752707,строительство недвижимости
0,,39,среднее,1,в разводе,3,F,сотрудник,0,,покупка коммерческой недвижимости
1,-239.55339374385068,39,среднее,1,женат / замужем,0,M,компаньон,0,154768.80643667848,покупка коммерческой недвижимости
0,343450.4446294784,60,среднее,1,гражданский брак,1,M,пенсионер,0,86242.10164932412,сыграть свадьбу
0,-2511.9657105694496,50,среднее,1,гражданский брак,1,F,сотрудник,0,257227.46206080788,строительство собственной недвижимости
1,-913.5106751206523,44,Среднее,1,женат / замужем,0,M,сотрудник,0,261666.0416927847,операции с жильем
0,-1237.3633590428924,22,высшее,0,гражданский брак,1,F,компаньон,0,241518.46236133078,автомобиль
2,-1124.806311721351,26,высшее,0,женат / замужем,0,M,компаньон,1,399968.24567835283,заняться высшим образованием
1,-141.22813890179506,35,среднее,1,гражданский брак,1,F,сотрудник,0,102252.68510798768,на проведение свадьбы
1,-1430.7850660878873,39,высшее,0,женат / замужем,0,F,компаньон,0,92208.00597082038,заняться высшим образованием
0,,46,среднее,1,вдовец / вдова,2,F,сотрудник,0,,на покупку своего автомобиля
1,-6848.9783511281385,36,высшее,0,женат / замужем,0,M,госслужащий,0,426496.3579261978,операции с коммерческой недвижимостью
1,-6108.553490684294,38,среднее,1,женат / замужем,0,F,сотрудник,0,196457.33409458032,операции с жильем
1,-975.7129751685218,40,среднее,1,женат / замужем,0,F,сотрудник,0,438196.0224128489,операции с недвижимостью
0,-9778.872044745314,59,среднее,1,женат / замужем,0,F,сотрудник,0,66138.41118580128,покупка недвижимости
1,350735.5746136564,65,СРЕДНЕЕ,1,гражданский брак,1,F,пенсионер,0,322331.3862637059,сыграть свадьбу
0,-499.9637287702152,60,Среднее,1,женат / замужем,0,F,сотрудник,0,123539.22626937224,операции с коммерческой недвижимостью
1,-2147.1394041215303,35,Среднее,1,гражданский брак,1,F,компаньон,0,161761.17510390427,операции с жильем
2,-2631.408446058248,36,среднее,1,женат / замужем,0,F,сотрудник,0,81667.5139226212,строительство жилой недвижимости
2,-917.5461991782885,33,среднее,1,гражданский брак,1,F,сотрудник,0,76179.13800161224,автомобили
0,-1802.391968190196,54,СРЕДНЕЕ,1,женат / замужем,0,M,сотрудник,0,181432.4142521721,автомобили
0,-4735.003854739646,32,среднее,1,женат / замужем,0,F,сотрудник,0,164523.03369357006,на покупку подержанного автомобиля
1,-3325.565826967176,35,ВЫСШЕЕ,0,Не женат / не замужем,4,F,компаньон,0,204116.24109633442,покупка своего жилья
2,-203.41684856487998,42,среднее,1,гражданский брак,1,F,сотрудник,0,113588.10592046972,свадьба
0,-165.96232458110467,56,Высшее,0,в разводе,3,F,сотрудник,0,124544.84582705902,жилье
2,,30,среднее,1,женат / замужем,0,M,сотрудник,1,,строительство жилой недвижимости
0,-1431.8994617703256,26,среднее,1,гражданский брак,1,M,сотрудник,0,86319.34873529934,свой автомобиль
0,-1188.0665580537805,41,ВЫСШЕЕ,0,женат / замужем,0,F,компаньон,0,286880.1164707103,получение образования
0,-1256.2767224695745,35,среднее,1,женат / замужем,0,F,сотрудник,0,251228.88123594195,операции с жильем
1,-3494.17575611488,39,СРЕДНЕЕ,1,гражданский брак,1,F,госслужащий,0,72464.78948521367,свадьба
0,394108.4008604747,60,высшее,0,Не женат / не замужем,4,M,пенсионер,0,408759.1677062675,на покупку автомобиля
0,-2352.556472717146,32,среднее,1,женат / замужем,0,F,сотрудник,0,223381.91793226593,покупка жилья для сдачи
0,-477.0760485259983,34,высшее,0,женат / замужем,0,F,сотрудник,0,134462.18193117258,приобретение автомобиля
0,-1872.4021710466282,56,среднее,1,гражданский брак,1,F,компаньон,0,509351.1844847896,на проведение свадьбы
0,-228.2783780269532,49,среднее,1,женат / замужем,0,F,компаньон,0,103794.94445378122,автомобиль
0,-3223.188375152745,51,среднее,1,женат / замужем,0,F,компаньон,0,82395.01961411069,покупка жилой недвижимости
0,-2874.3750897143004,44,высшее,0,Не женат / не замужем,4,F,компаньон,0,212423.38363352712,операции с жильем
0,-7705.6442702916565,54,среднее,1,женат / замужем,0,M,компаньон,0,188252.2890095749,образование
4,-600.294197927146,31,высшее,0,гражданский брак,1,F,сотрудник,0,215952.08441408267,строительство жилой недвижимости
1,,34,среднее,1,женат / замужем,0,M,компаньон,1,,заняться образованием
1,-1461.5652926325927,31,Высшее,0,женат / замужем,0,F,сотрудник,0,80239.40532385543,операции с жильем
0,-2895.1715647434266,47,среднее,1,гражданский брак,1,M,компаньон,0,167104.05605798302,свадьба
1,-937.8547209953282,52,среднее,1,женат / замужем,0,M,сотрудник,0,258098.7245620964,дополнительное образование
0,-2319.5124405486845,48,среднее,1,женат / замужем,0,F,сотрудник,0,185921.61561505398,жилье
2,,51,среднее,1,женат / замужем,0,M,сотрудник,0,,высшее образование
0,-1113.064504117953,48,среднее,1,женат / замужем,0,M,сотрудник,0,111729.59969097926,покупка жилья
1,-405.0055148727554,34,среднее,1,женат / замужем,0,F,сотрудник,1,134783.9530549965,операции со своей недвижимостью
0,-3152.220638995554,41,высшее,0,гражданский брак,1,F,сотрудник,0,215433.66892154192,жилье
0,-1403.779131608816,66,среднее,1,женат / замужем,0,F,сотрудник,0,165996.59110660345,образование
1,,39,среднее,1,женат / замужем,0,F,сотрудник,0,,операции со своей недвижимостью
0,-7233.846446652736,48,среднее,1,гражданский брак,1,M,сотрудник,0,199670.02812801587,свадьба
0,-9798.00824349672,52,высшее,0,Не женат / не замужем,4,F,компаньон,0,142344.50965854747,ремонт жилью
2,,28,среднее,1,гражданский брак,1,F,сотрудник,0,,сыграть свадьбу
0,-2244.5825347515365,45,неоконченное высшее,2,женат / замужем,0,F,компаньон,0,195871.01022380264,покупка недвижимости
0,340621.99710916885,64,высшее,0,гражданский брак,1,M,пенсионер,0,419736.80453467905,покупка недвижимости
2,-6053.012518303677,40,высшее,0,женат / замужем,0,F,госслужащий,0,99724.63779336927,недвижимость
0,-2184.000174433086,28,высшее,0,женат / замужем,0,F,сотрудник,0,115694.97377381106,покупка недвижимости
0,-2613.25217254694,48,среднее,1,вдовец / вдова,2,F,сотрудник,0,165445.6972586842,покупка жилья
0,-1443.9172032391268,41,среднее,1,женат / замужем,0,F,сотрудник,0,80969.66072525557,строительство жилой недвижимости
1,-3560.6182338673293,41,среднее,1,женат / замужем,0,F,компаньон,0,152469.6726260275,покупка коммерческой недвижимости
0,341632.1530915548,62,среднее,1,вдовец / вдова,2,F,пенсионер,0,50338.47887501966,на покупку подержанного автомобиля
1,-1107.3213347406224,22,среднее,1,женат / замужем,0,M,госслужащий,0,162109.68568789866,операции со своей недвижимостью
0,-2880.019707969322,51,среднее,1,гражданский брак,1,F,госслужащий,0,144461.96859922097,сыграть свадьбу
0,-185.4363940590141,23,среднее,1,Не женат / не замужем,4,M,сотрудник,0,222294.38694731766,недвижимость
0,-1090.1116356107418,22,среднее,1,женат / замужем,0,F,сотрудник,0,149293.96804642686,покупка жилья
0,-184.2359824502856,29,высшее,0,в разводе,3,M,сотрудник,0,95946.20503228213,недвижимость
0,368944.8495786837,56,среднее,1,гражданский брак,1,F,пенсионер,0,100845.08163797543,автомобиль
1,357913.7218205951,41,СРЕДНЕЕ,1,гражданский брак,1,F,пенсионер,0,356311.04551623116,строительство жилой недвижимости
0,-2742.0523108084117,60,среднее,1,в разводе,3,F,сотрудник,0,177095.55956858915,покупка жилья для сдачи
0,-2140.121199971113,48,среднее,1,женат / замужем,0,F,компаньон,0,160861.1983715223,операции с жильем
1,-8001.286463324818,49,высшее,0,гражданский брак,1,F,госслужащий,0,316969.56285355194,покупка жилья для сдачи
0,-1078.6279693912102,31,среднее,1,Не женат / не замужем,4,M,сотрудник,0,129859.97027798645,покупка недвижимости
0,383382.19520008407,61,среднее,1,в разводе,3,F,пенсионер,0,81495.68907810068,покупка жилья
0,-183.705474087238,27,среднее,1,Не женат / не замужем,4,M,сотрудник,0,158827.4252547127,операции с недвижимостью
0,-653.6919811763896,40,высшее,0,женат / замужем,0,F,компаньон,0,326908.56363458594,операции с недвижимостью
1,-1817.966645236688,38,среднее,1,Не женат / не замужем,4,F,сотрудник,0,130135.68881049975,высшее образование
2,-8790.256365791045,42,среднее,1,гражданский брак,1,F,госслужащий,0,104815.83461767019,сыграть свадьбу
0,-2586.2887680415624,35,неоконченное высшее,2,женат / замужем,0,M,госслужащий,0,276269.28560018685,ремонт жилью
0,361907.3309590305,53,среднее,1,женат / замужем,0,F,пенсионер,0,93336.43437078537,строительство собственной недвижимости
0,-3906.754943941391,32,высшее,0,женат / замужем,0,M,сотрудник,0,126820.29794191755,строительство жилой недвижимости
20,-782.4993963703398,32,среднее,1,Не женат / не замужем,4,M,сотрудник,1,117758.5511678615,покупка коммерческой недвижимости
2,-2456.6901726438473,43,среднее,1,женат / замужем,0,F,сотрудник,0,191917.47903428978,на покупку подержанного автомобиля
0,,63,среднее,1,женат / замужем,0,M,сотрудник,0,,строительство жилой недвижимости
0,350615.692492128,60,среднее,1,гражданский брак,1,F,пенсионер,0,79440.24987646253,покупка жилья для сдачи
0,348803.565280476,51,неоконченное высшее,2,женат / замужем,0,F,пенсионер,0,119218.44456755307,недвижимость
1,,43,среднее,1,в разводе,3,F,сотрудник,0,,автомобили
0,372659.80528402905,62,среднее,1,женат / замужем,0,F,пенсионер,0,77148.60098615571,сделка с подержанным автомобилем
2,-508.7090190703253,28,высшее,0,женат / замужем,0,M,компаньон,0,347140.73357210023,покупка жилья
0,,65,среднее,1,женат / замужем,0,F,пенсионер,0,,на покупку своего автомобиля
0,-139.53667196235335,53,ВЫСШЕЕ,0,женат / замужем,0,M,сотрудник,0,259088.58789046016,сделка с подержанным автомобилем
1,-501.1595091073024,22,среднее,1,женат / замужем,0,F,сотрудник,1,84877.19246458654,покупка жилья для сдачи
0,390080.4341416439,62,среднее,1,женат / замужем,0,F,пенсионер,0,93032.62776427457,строительство собственной недвижимости
0,-3336.693175439407,47,среднее,1,женат / замужем,0,F,сотрудник,0,49268.42290507833,покупка коммерческой недвижимости
1,-2607.2485696871995,41,среднее,1,гражданский брак,1,F,сотрудник,0,199273.20266061454,строительство жилой недвижимости
0,-9964.249478707105,56,высшее,0,женат / замужем,0,M,компаньон,0,185488.77760640017,заняться высшим образованием
0,342401.12613974395,54,среднее,1,женат / замужем,0,F,пенсионер,0,134533.2200783497,покупка своего жилья
0,369113.09022726736,62,Среднее,1,женат / замужем,0,F,пенсионер,0,123859.00150168165,жилье
0,-1355.4203889995101,21,Среднее,1,Не женат / не замужем,4,M,сотрудник,0,323788.5709105439,покупка недвижимости
0,-1878.4839275068234,29,Среднее,1,Не женат / не замужем,4,M,госслужащий,0,143156.71472463233,на покупку подержанного автомобиля
1,-2794.3297535653755,37,среднее,1,Не женат / не замужем,4,M,сотрудник,0,128470.77671700467,автомобиль
0,-1489.9396547093454,43,среднее,1,женат / замужем,0,F,сотрудник,0,143122.4593009527,операции с жильем
1,-1091.213727763673,36,среднее,1,гражданский брак,1,F,сотрудник,1,166098.34253204454,сделка с подержанным автомобилем
0,-2844.4090697183,43,среднее,1,Не женат / не замужем,4,F,сотрудник,0,56369.314588265974,сделка с автомобилем
0,-12761.377791569636,48,среднее,1,женат / замужем,0,F,сотрудник,0,200025.88459252485,строительство собственной недвижимости
1,-836.0415421051683,49,среднее,1,женат / замужем,0,M,сотрудник,0,140030.3319179737,приобретение автомобиля
0,347919.9077083342,63,среднее,1,женат / замужем,0,F,пенсионер,0,98530.81343228676,свой автомобиль
0,-6697.360863219091,55,среднее,1,женат / замужем,0,M,сотрудник,0,117034.4596591678,образование
0,-5159.125702367146,68,начальное,3,женат / замужем,0,F,сотрудник,0,179369.49831361242,на покупку автомобиля
2,-205.72480792642503,26,среднее,1,женат / замужем,0,F,сотрудник,0,91513.76601501912,строительство собственной недвижимости
1,-2260.475321080482,36,среднее,1,в разводе,3,F,компаньон,0,129034.10027088395,автомобили
0,-465.7798748635772,58,среднее,1,вдовец / вдова,2,F,сотрудник,0,88516.75741906652,ремонт жилью
0,-5640.815598860903,54,среднее,1,женат / замужем,0,F,сотрудник,0,114061.4879012148,недвижимость
0,-1865.49660372436,45,среднее,1,гражданский брак,1,F,компаньон,0,224179.09317751325,строительство недвижимости
1,,28,высшее,0,Не женат / не замужем,4,M,компаньон,0,,получение дополнительного образования
0,-774.9914623078317,45,среднее,1,женат / замужем,0,F,компаньон,0,99288.23123623713,сделка с автомобилем
0,-10672.858504911079,59,высшее,0,гражданский брак,1,F,сотрудник,0,69147.74558540138,на проведение свадьбы
2,,30,высшее,0,женат / замужем,0,F,компаньон,0,,покупка жилья для сдачи
0,342012.7474161981,54,среднее,1,женат / замужем,0,F,пенсионер,0,40861.75873908583,покупка жилой недвижимости
0,,54,среднее,1,вдовец / вдова,2,F,компаньон,0,,профильное образование
0,-1109.8645104036054,50,СРЕДНЕЕ,1,женат / замужем,0,M,сотрудник,1,237578.72184724608,строительство недвижимости
2,-2968.507883537943,25,среднее,1,женат / замужем,0,M,сотрудник,0,219824.3884834068,покупка жилья для сдачи
1,-1531.7989297242334,22,среднее,1,женат / замужем,0,F,компаньон,0,210291.55147463022,получение дополнительного образования
0,-6710.056230458849,59,высшее,0,женат / замужем,0,F,сотрудник,0,180039.4146042366,покупка коммерческой недвижимости
0,-1690.2507002583332,54,среднее,1,гражданский брак,1,F,сотрудник,1,202830.09146118394,заняться высшим образованием
0,-6173.44387845472,58,СРЕДНЕЕ,1,женат / замужем,0,F,компаньон,0,118219.22003679695,недвижимость
1,-105.00362319359155,42,среднее,1,женат / замужем,0,M,сотрудник,0,489563.84181232256,строительство недвижимости
0,,43,высшее,0,женат / замужем,0,F,компаньон,0,,операции с недвижимостью
1,-4400.683749924441,41,Среднее,1,женат / замужем,0,F,сотрудник,0,136111.56250446814,на покупку своего автомобиля
0,-958.2410636665917,30,высшее,0,женат / замужем,0,F,сотрудник,0,127177.21998610874,покупка жилья для сдачи
1,-212.80780379073985,35,среднее,1,гражданский брак,1,M,сотрудник,0,313976.1843846973,свадьба
0,387420.1351900176,62,среднее,1,в разводе,3,F,пенсионер,1,85048.1251716184,покупка жилья
1,-2186.1505247677264,29,среднее,1,женат / замужем,0,F,сотрудник,0,178665.90131797246,недвижимость
1,-7373.760620144229,36,среднее,1,гражданский брак,1,F,сотрудник,0,122666.39645101535,сыграть свадьбу
