Пол,Возраст,Зарплата,Члены семьи,Страховые выплаты
1,25.0,44300.0,0,0
1,40.0,23600.0,0,0
0,26.0,40500.0,1,0
0,19.0,33100.0,2,0
1,24.0,41300.0,1,0
0,33.0,54700.0,1,0
0,42.0,40000.0,1,1
1,25.0,46100.0,1,0
0,40.0,21100.0,0,0
0,23.0,40600.0,0,0
1,34.0,42900.0,1,0
0,18.0,38100.0,1,0
1,22.0,33300.0,4,0
1,25.0,35900.0,4,0
0,42.0,23400.0,0,1
1,23.0,22500.0,2,0
1,30.0,42300.0,1,0
1,22.0,40200.0,0,0
0,52.0,52300.0,1,2
1,37.0,30000.0,1,0
0,42.0,45700.0,3,0
0,47.0,32700.000000000004,1,1
1,35.0,25200.0,0,0
1,18.0,48600.0,2,0
0,20.0,38200.0,1,0
1,27.0,36900.0,1,0
0,37.0,28100.0,1,0
1,27.0,40100.0,2,0
1,44.0,32600.0,1,1
1,28.0,39400.0,1,0
0,36.0,40100.0,1,0
0,19.0,46500.0,1,0
1,21.0,29000.0,0,0
1,30.0,46800.0,1,0
0,52.0,40700.0,0,2
0,37.0,37300.0,1,0
0,24.0,45200.0,0,0
0,44.0,57400.0,3,1
1,27.0,49300.0,0,0
0,38.0,41800.0,3,0
1,40.0,41900.0,1,0
0,35.0,54300.0,0,0
0,32.0,48700.0,2,0
1,33.0,39900.0,0,0
1,24.0,32600.0,1,0
1,25.0,43200.0,2,0
1,27.0,28800.0,0,0
1,35.0,26700.0,1,0
0,38.0,43700.0,0,0
0,27.0,46500.0,1,0
0,53.0,23000.0,2,2
1,36.0,44100.0,1,0
0,18.0,19100.0,0,0
0,37.0,35100.0,2,0
0,27.0,18600.0,0,0
0,33.0,28800.0,3,0
1,22.0,36200.0,1,0
1,26.0,47400.0,0,0
1,22.0,44400.0,2,0
0,26.0,37100.0,2,0
1,28.0,41100.0,0,0
1,24.0,33700.0,1,0
0,38.0,27500.0,1,0
0,28.0,48900.0,1,0
1,47.0,43200.0,2,1
1,26.0,38800.0,1,0
1,30.0,33200.0,0,0
0,24.0,32500.0,0,0
0,34.0,35100.0,0,0
0,19.0,51700.0,0,0
0,21.0,37200.0,0,0
0,42.0,49800.0,1,1
0,31.0,45000.0,1,0
0,26.0,18700.0,0,0
0,30.0,25400.0,2,0
0,27.0,43600.0,4,0
1,46.0,51400.0,1,1
0,22.0,59600.0,2,0
0,25.0,33100.0,0,0
0,25.0,28600.0,2,0
1,37.0,45100.0,2,0
1,29.0,47400.0,1,0
1,33.0,55600.0,0,0
1,32.0,48900.0,0,0
1,27.0,28800.0,2,0
0,50.0,24700.0,1,2
1,36.0,33500.0,2,0
1,35.0,44000.0,0,0
0,34.0,47700.0,1,0
0,41.0,25800.0,0,0
0,32.0,58200.0,0,0
1,35.0,40500.0,3,0
0,35.0,41000.0,2,0
0,35.0,37600.0,0,0
0,20.0,40300.0,0,0
0,23.0,40100.0,2,0
1,27.0,37900.0,0,0
0,28.0,39800.0,1,0
1,37.0,42300.0,1,0
1,49.0,41700.0,0,2
1,21.0,45200.0,1,0
1,27.0,57700.0,1,0
0,33.0,54500.0,0,0
0,38.0,32900.0,0,0
0,30.0,48200.0,4,0
1,23.0,46400.0,0,0
0,23.0,36600.0,0,0
0,45.0,51200.0,0,1
1,31.0,54500.0,0,0
0,25.0,55000.0,4,0
0,22.0,58900.0,4,0
0,35.0,53700.0,1,0
0,23.0,39800.0,1,0
0,31.0,46000.0,0,0
1,41.0,58400.0,0,0
1,28.0,39900.0,2,0
1,36.0,25100.0,2,0
0,31.0,43300.0,0,0
1,43.0,28200.0,3,1
0,39.0,34900.0,3,0
1,35.0,36700.0,0,0
0,28.0,23700.0,2,0
1,24.0,48300.0,1,0
0,19.0,49000.0,2,0
0,20.0,41400.0,1,0
1,36.0,35900.0,1,0
1,35.0,55700.0,1,0
0,20.0,62700.0,1,0
1,42.0,46900.0,0,1
0,37.0,36600.0,1,0
0,41.0,52700.0,2,0
0,37.0,42800.0,1,0
0,31.0,34900.0,0,0
0,29.0,43200.0,1,0
0,27.0,37900.0,1,0
0,22.0,56600.0,0,0
0,35.0,56400.0,3,0
0,28.0,44500.0,1,0
0,34.0,39800.0,1,0
0,44.0,39000.0,2,1
1,33.0,38100.0,1,0
1,43.0,28300.0,1,1
1,23.0,42700.0,0,0
0,41.0,33800.0,2,0
1,36.0,53600.0,2,0
1,32.0,52600.0,3,0
0,21.0,39600.0,3,0
0,34.0,27500.0,2,0
0,33.0,32600.0,1,0
0,25.0,48800.0,1,0
0,30.0,36200.0,1,0
1,25.0,33000.0,0,0
0,38.0,45600.0,3,0
0,38.0,27000.0,1,0
0,24.0,35800.0,2,0
0,37.0,21400.0,0,0
1,36.0,44100.0,0,0
1,20.0,57600.0,0,0
0,46.0,36400.0,0,1
0,32.0,33600.0,3,0
0,23.0,19200.0,3,0
1,23.0,35100.0,3,0
1,26.0,30000.0,1,0
0,39.0,28800.0,3,0
1,27.0,36000.0,0,0
0,40.0,43400.0,1,0
0,34.0,33400.0,1,0
1,30.0,31600.0,0,0
1,26.0,58800.0,2,0
1,25.0,40000.0,0,0
0,46.0,41600.0,1,1
1,32.0,21600.0,0,0
0,39.0,35700.0,1,0
1,29.0,50500.0,0,0
0,39.0,34200.0,3,0
1,35.0,37100.0,1,0
0,29.0,39200.0,1,0
1,22.0,41500.0,1,0
1,41.0,41100.0,2,0
1,28.0,37900.0,0,0
1,37.0,28100.0,0,0
0,44.0,46300.0,0,1
0,27.0,68400.0,0,0
0,27.0,34700.0,0,0
1,28.0,36500.0,0,0
0,37.0,42500.0,1,0
1,32.0,17100.0,3,0
0,34.0,44000.0,1,0
1,44.0,33000.0,1,1
0,44.0,51500.0,1,1
0,27.0,29700.0,1,0
1,24.0,37800.0,0,0
1,35.0,42300.0,1,0
1,36.0,33000.0,1,0
1,32.0,40900.0,3,0
1,21.0,19600.0,0,0
0,32.0,32600.0,0,0
1,31.0,49100.0,0,0
0,29.0,46800.0,2,0
0,20.0,49400.0,1,0
1,33.0,28000.0,1,0
1,28.0,49000.0,1,0
1,33.0,40200.0,1,0
1,23.0,49900.0,1,0
1,32.0,21600.0,0,0
1,40.0,38400.0,0,0
1,19.0,43100.0,1,0
0,32.0,47400.0,2,0
0,47.0,37900.0,0,1
0,36.0,42000.0,0,0
1,29.0,32200.000000000004,1,0
0,41.0,45700.0,0,0
1,22.0,41200.0,0,0
1,38.0,39800.0,2,0
0,31.0,49400.0,1,0
0,23.0,35700.0,0,0
1,32.0,37100.0,2,0
1,18.0,13300.0,1,0
1,32.0,47500.0,1,0
0,39.0,19300.0,2,0
0,38.0,31500.0,1,0
0,27.0,30900.0,1,0
1,22.0,54100.0,1,0
1,30.0,35000.0,1,0
0,44.0,35800.0,1,1
1,35.0,43000.0,1,0
1,36.0,34200.0,0,0
1,36.0,68500.0,1,0
1,31.0,28100.0,1,0
0,19.0,53500.0,2,0
1,23.0,39800.0,2,0
1,31.0,35700.0,0,0
1,22.0,40500.0,0,0
0,40.0,46200.0,1,0
1,21.0,31700.0,1,0
0,33.0,33700.0,2,0
0,40.0,45900.0,0,0
0,28.0,41100.0,4,0
1,22.0,24700.0,0,0
0,49.0,40600.0,1,2
0,31.0,36600.0,2,0
1,34.0,51300.0,0,0
0,24.0,38500.0,0,0
0,32.0,31000.0,1,0
0,35.0,25300.0,1,0
0,32.0,29100.0,0,0
0,21.0,39000.0,5,0
1,47.0,54400.0,1,1
1,37.0,22900.0,3,0
0,34.0,49400.0,0,0
1,34.0,59300.0,1,0
0,21.0,45300.0,0,0
0,29.0,37800.0,2,0
1,44.0,49900.0,0,1
1,32.0,41900.0,2,0
1,21.0,22600.0,2,0
1,26.0,47600.0,1,0
1,33.0,24600.0,3,0
1,40.0,55200.0,1,0
1,50.0,45300.0,1,2
1,20.0,48100.0,2,0
0,31.0,52500.0,0,0
1,38.0,24200.0,2,0
0,24.0,41100.0,2,0
0,39.0,24900.0,0,0
0,24.0,41200.0,0,0
0,46.0,46700.0,1,1
1,23.0,56900.0,4,0
1,35.0,54400.0,3,0
1,26.0,46300.0,1,0
1,31.0,49300.0,0,0
0,55.0,40800.0,1,3
0,42.0,33100.0,1,1
1,33.0,38400.0,2,0
1,31.0,47300.0,0,0
0,18.0,33400.0,2,0
0,20.0,36600.0,1,0
1,36.0,47500.0,1,0
1,32.0,53700.0,1,0
0,24.0,64400.00000000001,0,0
1,22.0,53300.0,2,0
0,38.0,58300.0,2,0
0,21.0,45800.0,3,0
0,20.0,41500.0,0,0
1,34.0,35800.0,0,0
1,18.0,53900.0,0,0
1,30.0,53800.0,0,0
0,39.0,52200.0,0,0
0,23.0,27600.0,2,0
1,51.0,33400.0,2,2
0,37.0,33400.0,5,0
0,40.0,42900.0,2,0
1,31.0,45800.0,0,0
1,25.0,42000.0,1,0
0,27.0,52500.0,2,0
0,39.0,26900.0,5,0
0,31.0,29100.0,1,0
1,35.0,41500.0,4,0
1,28.0,45300.0,2,0
0,37.0,41800.0,1,0
1,29.0,37800.0,1,0
0,32.0,40000.0,1,0
0,30.0,23700.0,3,0
0,31.0,49400.0,1,0
0,35.0,54900.0,0,0
0,34.0,34600.0,2,0
1,26.0,42000.0,0,0
1,38.0,37100.0,0,0
1,38.0,46500.0,0,0
1,29.0,67200.0,1,0
1,31.0,47300.0,3,0
1,34.0,34400.0,2,0
0,25.0,57600.0,4,0
1,29.0,53000.0,0,0
0,29.0,37100.0,1,0
1,34.0,53100.0,0,0
0,33.0,36300.0,0,0
1,36.0,35000.0,1,0
0,57.0,22600.0,2,3
0,41.0,38800.0,0,0
1,33.0,41000.0,0,0
1,22.0,48300.0,0,0
1,30.0,45200.0,0,0
0,30.0,49400.0,1,0
0,21.0,40200.0,2,0
0,35.0,48800.0,0,0
1,32.0,56900.0,0,0
0,25.0,55100.0,2,0
0,38.0,38100.0,3,0
1,39.0,47100.0,1,0
1,35.0,41200.0,0,0
0,30.0,30200.0,1,0
1,30.0,60900.0,2,0
0,60.0,43400.0,2,4
1,19.0,57800.0,1,0
1,31.0,28400.0,1,0
0,40.0,34100.0,1,0
0,38.0,30800.0,1,0
0,27.0,36300.0,0,0
1,22.0,45400.0,2,0
1,22.0,50300.0,1,0
1,30.0,35900.0,1,0
0,51.0,38300.0,1,2
0,47.0,49700.0,1,1
0,28.0,47500.0,0,0
0,32.0,51700.0,1,0
0,28.0,49100.0,1,0
1,24.0,20700.0,0,0
1,29.0,42100.0,0,0
0,43.0,46500.0,0,1
0,21.0,16200.0,2,0
1,25.0,37000.0,0,0
0,22.0,37800.0,1,0
1,27.0,28400.0,0,0
0,35.0,33700.0,2,0
1,43.0,32200.000000000004,2,1
0,29.0,52700.0,1,0
0,21.0,37200.0,0,0
0,26.0,30000.0,0,0
0,43.0,48700.0,0,1
1,41.0,43500.0,1,0
0,26.0,40700.0,4,0
1,35.0,44800.0,1,0
1,23.0,52300.0,3,0
1,23.0,29500.0,3,0
0,41.0,48900.0,0,0
0,23.0,53600.0,1,0
0,35.0,58600.0,1,0
1,25.0,42200.0,0,0
0,36.0,35400.0,3,0
1,29.0,39500.0,3,0
0,36.0,43200.0,1,0
0,29.0,24400.0,0,0
0,24.0,18700.0,1,0
1,27.0,30000.0,3,0
0,49.0,45500.0,3,1
1,21.0,43500.0,1,0
0,35.0,31600.0,0,0
1,36.0,53700.0,1,0
0,23.0,33300.0,1,0
1,45.0,49900.0,0,1
0,28.0,42400.0,0,0
1,28.0,30800.0,3,0
0,34.0,45700.0,0,0
1,49.0,38200.0,1,2
0,36.0,24800.0,0,0
0,36.0,54000.0,3,0
0,31.0,34300.0,2,0
0,35.0,49300.0,1,0
1,39.0,48300.0,1,0
0,33.0,34400.0,1,0
1,37.0,35000.0,0,0
0,21.0,35300.0,1,0
0,39.0,31500.0,0,0
0,42.0,53600.0,3,0
0,34.0,42700.0,4,0
1,33.0,44600.0,2,0
1,25.0,51900.0,0,0
0,25.0,43200.0,3,0
0,33.0,39000.0,4,0
1,52.0,44100.0,1,2
1,33.0,25800.0,2,0
1,36.0,39400.0,4,0
0,35.0,34300.0,2,0
1,30.0,52600.0,2,0
1,28.0,54000.0,1,0
1,25.0,62200.0,2,0
0,27.0,35600.0,4,0
0,30.0,48800.0,2,0
1,18.0,53400.0,3,0
1,21.0,34400.0,1,0
0,26.0,44300.0,1,0
1,37.0,33500.0,0,0
0,38.0,28100.0,0,0
0,25.0,33000.0,0,0
0,28.0,33200.0,1,0
0,33.0,41000.0,1,0
0,31.0,30800.0,3,0
1,35.0,39400.0,1,0
1,20.0,39800.0,1,0
1,33.0,61000.0,2,0
0,36.0,51100.0,2,0
1,22.0,39500.0,2,0
0,38.0,35800.0,1,0
0,42.0,33400.0,2,0
1,59.0,51700.0,2,4
0,21.0,41900.0,0,0
0,31.0,40100.0,0,0
1,28.0,22700.0,1,0
0,22.0,35400.0,1,0
0,27.0,42900.0,3,0
0,28.0,54200.0,1,0
1,22.0,40500.0,2,0
0,44.0,18900.0,2,1
0,23.0,37000.0,2,0
0,37.0,49200.0,0,0
1,25.0,42500.0,0,0
1,32.0,47500.0,1,0
1,23.0,17900.0,2,0
0,23.0,57500.0,3,0
0,44.0,50200.0,1,1
1,41.0,38700.0,2,0
1,43.0,38500.0,1,1
0,20.0,35900.0,1,0
1,41.0,32299.999999999996,0,0
0,31.0,16000.0,2,0
0,54.0,46200.0,0,2
0,35.0,22700.0,2,0
0,41.0,24100.0,5,0
0,38.0,46500.0,1,0
1,47.0,38200.0,2,1
0,21.0,40600.0,0,0
1,37.0,23700.0,1,0
1,24.0,41100.0,1,0
0,30.0,45500.0,2,0
0,37.0,43400.0,0,0
0,25.0,31600.0,0,0
1,26.0,45700.0,1,0
0,30.0,36600.0,1,0
0,18.0,27900.0,1,0
1,25.0,24700.0,2,0
1,32.0,40200.0,2,0
1,28.0,33600.0,1,0
1,26.0,36600.0,2,0
1,33.0,26900.0,0,0
1,32.0,42400.0,3,0
1,30.0,29300.0,2,0
0,49.0,25900.0,1,2
1,35.0,41700.0,1,0
1,31.0,30800.0,0,0
0,46.0,24500.0,1,1
1,41.0,79000.0,2,0
1,26.0,46800.0,2,0
1,34.0,37500.0,1,0
1,37.0,42800.0,3,0
0,23.0,44600.0,2,0
1,36.0,33600.0,1,0
1,26.0,37400.0,1,0
1,20.0,41200.0,0,0
0,24.0,28100.0,3,0
1,35.0,43100.0,2,0
0,39.0,30600.0,1,0
1,29.0,27200.0,3,0
1,34.0,46000.0,0,0
0,19.0,38600.0,0,0
0,25.0,45900.0,1,0
1,31.0,39500.0,1,0
1,40.0,58200.0,0,0
1,27.0,34800.0,4,0
1,19.0,51200.0,0,0
1,35.0,51900.0,1,0
1,42.0,51500.0,1,1
1,28.0,35600.0,3,0
0,21.0,41200.0,0,0
0,41.0,48500.0,1,0
0,27.0,41500.0,0,0
0,34.0,41500.0,1,0
1,18.0,38500.0,1,0
1,18.0,33400.0,2,0
0,28.0,30200.0,1,0
0,18.0,29000.0,0,0
0,36.0,37600.0,1,0
1,47.0,18700.0,1,1
0,25.0,22300.0,4,0
1,24.0,44300.0,2,0
0,35.0,43400.0,1,0
0,24.0,52700.0,1,0
1,25.0,52600.0,1,0
0,37.0,43200.0,2,0
1,26.0,44500.0,1,0
1,27.0,30500.0,2,0
0,41.0,53000.0,2,0
0,27.0,49900.0,1,0
0,24.0,34800.0,0,0
1,30.0,40800.0,0,0
0,45.0,22900.0,1,1
1,36.0,40000.0,0,0
1,40.0,43100.0,1,0
1,23.0,50400.0,1,0
0,25.0,52800.0,2,0
1,24.0,39300.0,1,0
1,31.0,46600.0,0,0
0,31.0,36900.0,0,0
1,29.0,50400.0,1,0
0,32.0,46600.0,1,0
0,26.0,40700.0,1,0
1,35.0,32400.0,3,0
0,21.0,43600.0,2,0
1,38.0,52000.0,1,0
0,19.0,39600.0,0,0
1,24.0,47000.0,1,0
1,30.0,28200.0,0,0
1,18.0,27000.0,1,0
0,37.0,45000.0,4,0
1,19.0,37600.0,2,0
1,21.0,39100.0,3,0
0,19.0,35000.0,6,0
0,20.0,44300.0,3,0
1,33.0,50900.0,3,0
0,28.0,36900.0,0,0
0,27.0,48200.0,1,0
1,46.0,11200.0,2,1
1,34.0,44600.0,2,0
1,39.0,56400.0,2,0
0,34.0,71600.0,2,0
1,31.0,32800.0,0,0
0,26.0,22800.0,1,0
1,46.0,46700.0,2,1
0,21.0,36800.0,1,0
0,36.0,29700.0,2,0
1,37.0,31100.0,1,0
1,42.0,42200.0,0,1
1,24.0,36500.0,3,0
1,22.0,32500.0,1,0
1,36.0,47600.0,0,0
1,44.0,31300.0,0,1
1,27.0,20400.0,4,0
1,29.0,36000.0,1,0
0,38.0,39000.0,3,0
1,41.0,43200.0,0,0
1,55.0,37700.0,1,3
0,20.0,44200.0,1,0
0,34.0,26100.0,0,0
0,27.0,31200.0,2,0
0,25.0,46800.0,1,0
1,43.0,46500.0,1,1
1,22.0,38800.0,4,0
1,30.0,41300.0,1,0
1,23.0,32200.000000000004,5,0
0,42.0,34900.0,2,0
1,30.0,33200.0,3,0
0,29.0,31600.0,0,0
1,20.0,46600.0,1,0
0,27.0,44300.0,4,0
1,33.0,48000.0,1,0
1,50.0,52200.0,0,2
1,22.0,41800.0,0,0
1,24.0,33100.0,2,0
1,21.0,41500.0,0,0
1,45.0,50000.0,0,1
1,21.0,24300.0,1,0
1,41.0,47100.0,1,0
0,28.0,61300.0,3,0
1,50.0,70500.0,0,2
1,49.0,42600.0,0,2
1,43.0,36200.0,1,1
1,18.0,42000.0,1,0
0,34.0,53900.0,0,0
0,42.0,23000.0,2,0
1,19.0,42300.0,0,0
1,28.0,43300.0,3,0
0,22.0,38900.0,1,0
0,26.0,31100.0,3,0
0,32.0,11200.0,2,0
0,27.0,36400.0,1,0
0,29.0,47100.0,0,0
0,35.0,23300.0,1,0
1,38.0,31600.0,1,0
0,27.0,47800.0,0,0
0,47.0,47000.0,4,1
0,18.0,46200.0,1,0
0,19.0,32100.0,1,0
1,29.0,41800.0,1,0
1,47.0,34200.0,1,1
1,31.0,47400.0,1,0
1,28.0,42000.0,1,0
1,30.0,25000.0,1,0
0,42.0,38300.0,2,0
0,25.0,48100.0,0,0
1,28.0,28400.0,1,0
0,21.0,42100.0,3,0
0,31.0,33900.0,0,0
0,22.0,32400.0,2,0
0,48.0,41200.0,2,1
1,28.0,67100.0,1,0
1,33.0,38400.0,3,0
1,38.0,51900.0,3,0
1,27.0,45900.0,1,0
1,36.0,36200.0,0,0
0,33.0,52600.0,2,0
0,24.0,37600.0,2,0
1,22.0,45000.0,4,0
0,41.0,42100.0,1,0
0,25.0,46900.0,3,0
0,41.0,44200.0,2,0
1,38.0,31100.0,1,0
0,24.0,33900.0,2,0
1,25.0,49000.0,2,0
0,40.0,46700.0,0,0
0,47.0,32900.0,2,1
1,29.0,57900.0,1,0
0,20.0,41900.0,2,0
1,43.0,44600.0,3,1
0,34.0,32299.999999999996,2,0
1,19.0,59000.0,1,0
1,19.0,41600.0,1,0
1,31.0,45000.0,1,0
1,20.0,51300.0,0,0
0,31.0,33400.0,1,0
1,44.0,50400.0,0,1
0,38.0,49600.0,0,0
0,38.0,43300.0,2,0
0,19.0,35200.0,2,0
1,23.0,21800.0,0,0
1,25.0,54900.0,0,0
1,19.0,55700.0,0,0
0,33.0,33100.0,0,0
1,47.0,54200.0,3,1
0,31.0,18600.0,1,0
0,30.0,25900.0,0,0
1,36.0,41000.0,2,0
1,30.0,40700.0,1,0
0,47.0,29600.0,1,1
1,30.0,45000.0,3,0
0,32.0,42900.0,1,0
1,27.0,30900.0,0,0
0,40.0,38800.0,0,0
1,23.0,13500.0,1,0
0,21.0,53000.0,3,0
0,26.0,40000.0,2,0
1,24.0,34800.0,1,0
0,37.0,19300.0,2,0
0,39.0,58500.0,0,0
1,25.0,37300.0,0,0
1,37.0,46100.0,1,0
1,31.0,33600.0,2,0
0,37.0,30700.0,3,0
1,44.0,35000.0,0,1
0,23.0,45100.0,3,0
0,27.0,28500.0,0,0
0,30.0,24800.0,1,0
1,25.0,46100.0,1,0
1,50.0,43300.0,1,2
0,29.0,33800.0,0,0
1,23.0,27100.0,1,0
1,52.0,30600.0,1,2
1,23.0,34000.0,1,0
1,39.0,44200.0,1,0
0,35.0,26100.0,2,0
0,30.0,25800.0,0,0
0,44.0,46700.0,1,1
0,33.0,50000.0,2,0
0,22.0,32700.000000000004,4,0
1,22.0,45300.0,0,0
0,19.0,41400.0,0,0
0,24.0,42300.0,0,0
1,24.0,27100.0,2,0
0,42.0,46000.0,0,1
0,22.0,16700.0,0,0
1,22.0,43900.0,1,0
0,19.0,47200.0,2,0
0,42.0,58500.0,1,1
0,25.0,43400.0,0,0
1,19.0,45900.0,2,0
0,48.0,25700.0,1,1
0,33.0,23300.0,1,0
0,24.0,53400.0,1,0
1,26.0,35800.0,0,0
1,31.0,44200.0,0,0
0,39.0,46500.0,1,0
1,22.0,15700.0,0,0
1,56.0,22700.0,2,3
0,24.0,43600.0,1,0
1,22.0,46500.0,1,0
0,24.0,43900.0,2,0
0,35.0,43600.0,1,0
0,35.0,34400.0,1,0
1,31.0,44400.0,3,0
0,28.0,22700.0,4,0
1,42.0,54000.0,2,0
1,25.0,50500.0,0,0
1,35.0,52400.0,1,0
0,35.0,31800.0,1,0
0,42.0,32100.0,0,1
0,23.0,49300.0,1,0
1,22.0,65099.99999999999,4,0
1,26.0,23700.0,0,0
1,44.0,48800.0,1,1
1,34.0,45700.0,1,0
0,23.0,27600.0,0,0
0,34.0,27200.0,0,0
1,35.0,33000.0,0,0
1,20.0,28000.0,1,0
1,32.0,25200.0,1,0
0,43.0,46000.0,3,1
1,24.0,47900.0,0,0
0,24.0,38800.0,1,0
1,26.0,51100.0,1,0
1,27.0,40600.0,1,0
1,36.0,41300.0,0,0
0,24.0,52900.0,0,0
1,19.0,45700.0,1,0
1,43.0,38300.0,1,1
1,38.0,49100.0,3,0
0,19.0,52600.0,2,0
0,29.0,49900.0,2,0
1,22.0,60000.0,0,0
1,36.0,28400.0,1,0
1,24.0,32400.0,2,0
0,35.0,37100.0,0,0
1,29.0,48500.0,3,0
1,50.0,44200.0,2,2
1,19.0,38600.0,1,0
0,20.0,43700.0,1,0
1,23.0,33700.0,1,0
1,51.0,42400.0,0,2
1,24.0,45600.0,3,0
0,27.0,38000.0,0,0
1,32.0,28000.0,1,0
0,28.0,39900.0,0,0
1,39.0,30900.0,1,0
0,31.0,54200.0,2,0
1,42.0,52900.0,1,1
0,19.0,29500.0,1,0
0,24.0,30300.0,2,0
0,19.0,36700.0,0,0
1,28.0,40200.0,3,0
0,47.0,17400.0,4,1
0,29.0,22500.0,1,0
1,28.0,55600.0,2,0
1,34.0,31100.0,2,0
0,31.0,37000.0,1,0
1,41.0,38300.0,2,0
0,38.0,47600.0,3,0
0,28.0,48200.0,0,0
0,28.0,47100.0,3,0
1,39.0,26500.0,0,0
0,39.0,51500.0,0,0
0,25.0,37200.0,1,0
1,31.0,42800.0,1,0
0,29.0,43200.0,0,0
0,29.0,34000.0,2,0
0,46.0,34700.0,1,1
0,22.0,50100.0,4,0
1,33.0,40600.0,3,0
0,30.0,46500.0,2,0
0,24.0,40900.0,1,0
1,20.0,45100.0,2,0
1,48.0,63400.0,1,1
0,29.0,40900.0,0,0
0,25.0,49600.0,0,0
1,28.0,30100.0,1,0
0,44.0,44700.0,3,1
1,27.0,32299.999999999996,0,0
1,32.0,44400.0,0,0
1,41.0,32600.0,1,0
0,40.0,47300.0,1,0
0,35.0,25700.0,1,0
1,36.0,37400.0,2,0
1,30.0,35800.0,1,0
1,36.0,40600.0,3,0
0,31.0,36000.0,1,0
0,26.0,39300.0,3,0
0,40.0,44900.0,1,0
0,46.0,32800.0,2,1
1,36.0,55900.0,0,0
0,37.0,39200.0,0,0
0,25.0,61900.0,1,0
1,32.0,27900.0,1,0
1,18.0,43100.0,0,0
0,27.0,52500.0,4,0
0,23.0,43900.0,1,0
0,30.0,33700.0,1,0
1,22.0,29900.0,2,0
0,24.0,52700.0,1,0
0,42.0,32800.0,1,1
1,26.0,42300.0,2,0
1,27.0,34700.0,1,0
1,23.0,28200.0,1,0
0,33.0,38000.0,0,0
0,21.0,63400.0,1,0
1,35.0,42300.0,0,0
0,23.0,45400.0,3,0
1,33.0,29800.0,0,0
1,29.0,23400.0,3,0
0,36.0,33600.0,1,0
1,43.0,50300.0,0,1
0,19.0,55000.0,0,0
0,44.0,65200.0,2,1
0,43.0,34300.0,2,1
0,44.0,43000.0,1,1
1,29.0,33200.0,0,0
0,30.0,29900.0,1,0
1,43.0,30400.0,2,1
0,35.0,29600.0,2,0
1,42.0,47300.0,0,1
1,24.0,27300.0,2,0
1,36.0,33700.0,3,0
1,39.0,32800.0,5,0
1,29.0,62600.0,0,0
1,24.0,32700.000000000004,1,0
1,25.0,40500.0,2,0
0,26.0,52000.0,0,0
1,27.0,41900.0,1,0
1,31.0,42600.0,2,0
1,20.0,57700.0,0,0
0,41.0,39800.0,1,0
1,33.0,39800.0,0,0
1,21.0,50000.0,2,0
0,28.0,39300.0,0,0
0,27.0,29700.0,2,0
1,19.0,48500.0,2,0
0,19.0,43700.0,1,0
1,33.0,38500.0,1,0
0,20.0,28700.0,1,0
0,23.0,34600.0,1,0
1,24.0,46200.0,3,0
0,37.0,31400.0,2,0
1,26.0,45300.0,3,0
1,30.0,52300.0,0,0
1,37.0,33800.0,0,0
0,35.0,28800.0,0,0
1,40.0,47400.0,1,0
0,21.0,41000.0,1,0
0,22.0,37900.0,0,0
1,19.0,41800.0,2,0
0,26.0,52900.0,2,0
1,24.0,43200.0,1,0
1,35.0,51500.0,3,0
0,32.0,43600.0,0,0
0,29.0,51300.0,3,0
1,23.0,27400.0,4,0
0,50.0,45900.0,1,2
0,20.0,31500.0,4,0
1,28.0,39800.0,2,0
1,25.0,60400.0,0,0
0,36.0,38500.0,0,0
0,26.0,39900.0,0,0
0,34.0,41000.0,0,0
1,33.0,38800.0,1,0
1,19.0,45000.0,1,0
0,25.0,41600.0,1,0
0,32.0,42200.0,0,0
0,41.0,42400.0,0,0
0,20.0,21800.0,2,0
0,22.0,33900.0,1,0
0,23.0,53600.0,2,0
0,38.0,27400.0,2,0
0,26.0,40200.0,0,0
1,19.0,25800.0,3,0
1,32.0,36600.0,1,0
1,28.0,25100.0,0,0
0,31.0,49900.0,1,0
0,42.0,30600.0,0,1
1,30.0,17000.0,1,0
1,22.0,41400.0,1,0
0,25.0,36700.0,1,0
0,44.0,37200.0,1,1
1,34.0,36200.0,1,0
0,34.0,14100.0,1,0
1,59.0,29600.0,0,4
1,35.0,46200.0,1,0
0,45.0,59800.0,0,1
1,49.0,56400.0,3,1
0,21.0,44300.0,2,0
0,44.0,28900.0,0,1
0,23.0,31300.0,0,0
1,27.0,41100.0,1,0
0,28.0,44700.0,3,0
1,37.0,34000.0,2,0
1,28.0,27700.0,1,0
1,36.0,40500.0,3,0
0,27.0,32600.0,1,0
1,33.0,49600.0,0,0
1,39.0,37800.0,1,0
1,37.0,52000.0,1,0
0,24.0,60500.0,0,0
0,31.0,34500.0,1,0
0,39.0,47000.0,0,0
1,30.0,41500.0,1,0
1,29.0,50800.0,0,0
1,40.0,39700.0,3,0
1,24.0,51800.0,0,0
1,31.0,37100.0,1,0
1,41.0,35000.0,1,0
1,23.0,50400.0,0,0
0,34.0,43200.0,1,0
1,28.0,58300.0,0,0
0,41.0,35100.0,1,0
1,33.0,41100.0,1,0
0,37.0,48600.0,1,0
1,35.0,16500.0,0,0
1,38.0,37700.0,2,0
0,23.0,51000.0,0,0
1,41.0,53000.0,0,0
0,33.0,47300.0,1,0
0,38.0,46000.0,0,0
1,30.0,43000.0,0,0
1,23.0,49600.0,0,0
